/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=1, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4878 | Comm(s) 0.3360 | Reduce(s) 0.0460 | Loss 0.9080
Process 002 | Epoch 00379 | Time(s) 0.6362 | Comm(s) 0.3757 | Reduce(s) 0.0434 | Loss 0.3184
Process 002 | Epoch 00389 | Time(s) 0.6360 | Comm(s) 0.3755 | Reduce(s) 0.0434 | Loss 0.3146
Process 002 | Epoch 00399 | Time(s) 0.6361 | Comm(s) 0.3759 | Reduce(s) 0.0433 | Loss 0.3161
Process 002 | Epoch 00409 | Time(s) 0.6358 | Comm(s) 0.3757 | Reduce(s) 0.0434 | Loss 0.3124
Process 002 | Epoch 00419 | Time(s) 0.6362 | Comm(s) 0.3754 | Reduce(s) 0.0434 | Loss 0.3124
Process 002 | Epoch 00429 | Time(s) 0.6375 | Comm(s) 0.3754 | Reduce(s) 0.0432 | Loss 0.3087
Process 002 | Epoch 00439 | Time(s) 0.6378 | Comm(s) 0.3760 | Reduce(s) 0.0433 | Loss 0.3077
Process 002 | Epoch 00449 | Time(s) 0.6379 | Comm(s) 0.3756 | Reduce(s) 0.0433 | Loss 0.3055
Process 002 | Epoch 00459 | Time(s) 0.6380 | Comm(s) 0.3757 | Reduce(s) 0.0434 | Loss 0.3056
Process 002 | Epoch 00469 | Time(s) 0.6379 | Comm(s) 0.3757 | Reduce(s) 0.0435 | Loss 0.3051
Process 002 | Epoch 00479 | Time(s) 0.6377 | Comm(s) 0.3755 | Reduce(s) 0.0433 | Loss 0.2973
Process 002 | Epoch 00489 | Time(s) 0.6377 | Comm(s) 0.3754 | Reduce(s) 0.0433 | Loss 0.2991
Process 002 | Epoch 00499 | Time(s) 0.6383 | Comm(s) 0.3753 | Reduce(s) 0.0431 | Loss 0.3011
(rank 2) memory stats: current 1408.43MB, peak 4916.36MB, reserved 5774.00MB
loading partitions
Process 4 has 784033 nodes, 35278576 edges 504514 inner nodes, and 28400360 inner edges.
Process 4 start training
Process 004 | Epoch 00009 | Time(s) 0.4878 | Comm(s) 0.3325 | Reduce(s) 0.0504 | Loss 1.9237
Process 004 | Epoch 00019 | Time(s) 0.5533 | Comm(s) 0.3654 | Reduce(s) 0.0480 | Loss 1.1691
Process 004 | Epoch 00029 | Time(s) 0.6424 | Comm(s) 0.3728 | Reduce(s) 0.0444 | Loss 0.8585
Process 004 | Epoch 00039 | Time(s) 0.6354 | Comm(s) 0.3696 | Reduce(s) 0.0447 | Loss 0.7391
Process 004 | Epoch 00049 | Time(s) 0.6373 | Comm(s) 0.3680 | Reduce(s) 0.0447 | Loss 0.6711
Process 004 | Epoch 00059 | Time(s) 0.6380 | Comm(s) 0.3701 | Reduce(s) 0.0435 | Loss 0.6199
Process 004 | Epoch 00069 | Time(s) 0.6404 | Comm(s) 0.3717 | Reduce(s) 0.0445 | Loss 0.5908
Process 004 | Epoch 00079 | Time(s) 0.6390 | Comm(s) 0.3747 | Reduce(s) 0.0445 | Loss 0.5636
Process 004 | Epoch 00089 | Time(s) 0.6388 | Comm(s) 0.3741 | Reduce(s) 0.0443 | Loss 0.5380
Process 004 | Epoch 00099 | Time(s) 0.6379 | Comm(s) 0.3733 | Reduce(s) 0.0441 | Loss 0.5245
Process 004 | Epoch 00109 | Time(s) 0.6372 | Comm(s) 0.3724 | Reduce(s) 0.0445 | Loss 0.5067
Process 004 | Epoch 00119 | Time(s) 0.6353 | Comm(s) 0.3723 | Reduce(s) 0.0436 | Loss 0.4925
Process 004 | Epoch 00129 | Time(s) 0.6341 | Comm(s) 0.3727 | Reduce(s) 0.0434 | Loss 0.4819
Process 004 | Epoch 00139 | Time(s) 0.6367 | Comm(s) 0.3727 | Reduce(s) 0.0438 | Loss 0.4716
Process 004 | Epoch 00149 | Time(s) 0.6362 | Comm(s) 0.3728 | Reduce(s) 0.0442 | Loss 0.4604
Process 004 | Epoch 00159 | Time(s) 0.6353 | Comm(s) 0.3737 | Reduce(s) 0.0441 | Loss 0.4503
Process 004 | Epoch 00169 | Time(s) 0.6353 | Comm(s) 0.3738 | Reduce(s) 0.0443 | Loss 0.4477
Process 004 | Epoch 00179 | Time(s) 0.6339 | Comm(s) 0.3740 | Reduce(s) 0.0437 | Loss 0.4353
Process 004 | Epoch 00189 | Time(s) 0.6331 | Comm(s) 0.3737 | Reduce(s) 0.0438 | Loss 0.4333
Process 004 | Epoch 00199 | Time(s) 0.6330 | Comm(s) 0.3741 | Reduce(s) 0.0433 | Loss 0.4251
Process 004 | Epoch 00209 | Time(s) 0.6349 | Comm(s) 0.3742 | Reduce(s) 0.0436 | Loss 0.4202
Process 004 | Epoch 00219 | Time(s) 0.6342 | Comm(s) 0.3748 | Reduce(s) 0.0436 | Loss 0.4163
Process 004 | Epoch 00229 | Time(s) 0.6346 | Comm(s) 0.3748 | Reduce(s) 0.0435 | Loss 0.4141
Process 004 | Epoch 00239 | Time(s) 0.6351 | Comm(s) 0.3752 | Reduce(s) 0.0438 | Loss 0.4101
Process 004 | Epoch 00249 | Time(s) 0.6353 | Comm(s) 0.3746 | Reduce(s) 0.0439 | Loss 0.4038
Process 004 | Epoch 00259 | Time(s) 0.6338 | Comm(s) 0.3746 | Reduce(s) 0.0436 | Loss 0.4069
Process 004 | Epoch 00269 | Time(s) 0.6335 | Comm(s) 0.3747 | Reduce(s) 0.0437 | Loss 0.3993
Process 004 | Epoch 00279 | Time(s) 0.6324 | Comm(s) 0.3748 | Reduce(s) 0.0435 | Loss 0.3943
Process 004 | Epoch 00289 | Time(s) 0.6316 | Comm(s) 0.3752 | Reduce(s) 0.0435 | Loss 0.3891
Process 004 | Epoch 00299 | Time(s) 0.6329 | Comm(s) 0.3747 | Reduce(s) 0.0433 | Loss 0.3867
Process 004 | Epoch 00309 | Time(s) 0.6336 | Comm(s) 0.3744 | Reduce(s) 0.0432 | Loss 0.3854
Process 004 | Epoch 00319 | Time(s) 0.6340 | Comm(s) 0.3742 | Reduce(s) 0.0435 | Loss 0.3819
Process 004 | Epoch 00329 | Time(s) 0.6329 | Comm(s) 0.3740 | Reduce(s) 0.0433 | Loss 0.3873
Process 004 | Epoch 00339 | Time(s) 0.6333 | Comm(s) 0.3740 | Reduce(s) 0.0434 | Loss 0.3819
Process 004 | Epoch 00349 | Time(s) 0.6341 | Comm(s) 0.3742 | Reduce(s) 0.0434 | Loss 0.3820
Process 004 | Epoch 00359 | Time(s) 0.6352 | Comm(s) 0.3745 | Reduce(s) 0.0433 | Loss 0.3790
Process 004 | Epoch 00369 | Time(s) 0.6350 | Comm(s) 0.3744 | Reduce(s) 0.0430 | Loss 0.3777
Process 004 | Epoch 00379 | Time(s) 0.6362 | Comm(s) 0.3744 | Reduce(s) 0.0429 | Loss 0.3748
Process 004 | Epoch 00389 | Time(s) 0.6360 | Comm(s) 0.3745 | Reduce(s) 0.0431 | Loss 0.3743
Process 004 | Epoch 00399 | Time(s) 0.6361 | Comm(s) 0.3749 | Reduce(s) 0.0429 | Loss 0.3770
Process 004 | Epoch 00409 | Time(s) 0.6358 | Comm(s) 0.3747 | Reduce(s) 0.0428 | Loss 0.3732
Process 004 | Epoch 00419 | Time(s) 0.6362 | Comm(s) 0.3750 | Reduce(s) 0.0426 | Loss 0.3678
Process 004 | Epoch 00429 | Time(s) 0.6375 | Comm(s) 0.3748 | Reduce(s) 0.0426 | Loss 0.3650
Process 004 | Epoch 00439 | Time(s) 0.6378 | Comm(s) 0.3750 | Reduce(s) 0.0426 | Loss 0.3648
Process 004 | Epoch 00449 | Time(s) 0.6379 | Comm(s) 0.3751 | Reduce(s) 0.0427 | Loss 0.3645
Process 004 | Epoch 00459 | Time(s) 0.6381 | Comm(s) 0.3755 | Reduce(s) 0.0426 | Loss 0.3645
Process 004 | Epoch 00469 | Time(s) 0.6379 | Comm(s) 0.3758 | Reduce(s) 0.0425 | Loss 0.3599
Process 004 | Epoch 00479 | Time(s) 0.6377 | Comm(s) 0.3755 | Reduce(s) 0.0424 | Loss 0.3635
Process 004 | Epoch 00489 | Time(s) 0.6377 | Comm(s) 0.3754 | Reduce(s) 0.0424 | Loss 0.3606
Process 004 | Epoch 00499 | Time(s) 0.6383 | Comm(s) 0.3753 | Reduce(s) 0.0424 | Loss 0.3587
(rank 4) memory stats: current 1597.17MB, peak 5256.09MB, reserved 6312.00MB
loading partitions
Process 3 has 836440 nodes, 33372329 edges 488969 inner nodes, and 27833669 inner edges.
Process 3 start training
Process 003 | Epoch 00009 | Time(s) 0.4879 | Comm(s) 0.3222 | Reduce(s) 0.0435 | Loss 1.8790
Process 003 | Epoch 00019 | Time(s) 0.5532 | Comm(s) 0.3519 | Reduce(s) 0.0425 | Loss 1.1605
Process 003 | Epoch 00029 | Time(s) 0.6424 | Comm(s) 0.3644 | Reduce(s) 0.0409 | Loss 0.9078
Process 003 | Epoch 00039 | Time(s) 0.6354 | Comm(s) 0.3623 | Reduce(s) 0.0398 | Loss 0.8035
Process 003 | Epoch 00049 | Time(s) 0.6377 | Comm(s) 0.3606 | Reduce(s) 0.0390 | Loss 0.7375
Process 003 | Epoch 00059 | Time(s) 0.6380 | Comm(s) 0.3628 | Reduce(s) 0.0375 | Loss 0.6917
Process 003 | Epoch 00069 | Time(s) 0.6403 | Comm(s) 0.3644 | Reduce(s) 0.0368 | Loss 0.6549
Process 003 | Epoch 00079 | Time(s) 0.6391 | Comm(s) 0.3665 | Reduce(s) 0.0370 | Loss 0.6249
Process 003 | Epoch 00089 | Time(s) 0.6388 | Comm(s) 0.3677 | Reduce(s) 0.0373 | Loss 0.5937
Process 003 | Epoch 00099 | Time(s) 0.6378 | Comm(s) 0.3691 | Reduce(s) 0.0371 | Loss 0.5746
Process 003 | Epoch 00109 | Time(s) 0.6372 | Comm(s) 0.3683 | Reduce(s) 0.0367 | Loss 0.5540
Process 003 | Epoch 00119 | Time(s) 0.6353 | Comm(s) 0.3689 | Reduce(s) 0.0361 | Loss 0.5435
Process 003 | Epoch 00129 | Time(s) 0.6341 | Comm(s) 0.3695 | Reduce(s) 0.0364 | Loss 0.5235
Process 003 | Epoch 00139 | Time(s) 0.6367 | Comm(s) 0.3705 | Reduce(s) 0.0369 | Loss 0.5233
Process 003 | Epoch 00149 | Time(s) 0.6361 | Comm(s) 0.3710 | Reduce(s) 0.0374 | Loss 0.5100
Process 003 | Epoch 00159 | Time(s) 0.6353 | Comm(s) 0.3726 | Reduce(s) 0.0373 | Loss 0.4954
Process 003 | Epoch 00169 | Time(s) 0.6353 | Comm(s) 0.3727 | Reduce(s) 0.0376 | Loss 0.4888
Process 003 | Epoch 00179 | Time(s) 0.6339 | Comm(s) 0.3729 | Reduce(s) 0.0376 | Loss 0.4803
Process 003 | Epoch 00189 | Time(s) 0.6330 | Comm(s) 0.3735 | Reduce(s) 0.0378 | Loss 0.4703
Process 003 | Epoch 00199 | Time(s) 0.6330 | Comm(s) 0.3742 | Reduce(s) 0.0377 | Loss 0.4657
Process 003 | Epoch 00209 | Time(s) 0.6349 | Comm(s) 0.3744 | Reduce(s) 0.0377 | Loss 0.4589
Process 003 | Epoch 00219 | Time(s) 0.6342 | Comm(s) 0.3744 | Reduce(s) 0.0376 | Loss 0.4594
Process 003 | Epoch 00229 | Time(s) 0.6346 | Comm(s) 0.3748 | Reduce(s) 0.0378 | Loss 0.4519
Process 003 | Epoch 00239 | Time(s) 0.6351 | Comm(s) 0.3747 | Reduce(s) 0.0377 | Loss 0.4458
Process 003 | Epoch 00249 | Time(s) 0.6353 | Comm(s) 0.3747 | Reduce(s) 0.0378 | Loss 0.4443
Process 003 | Epoch 00259 | Time(s) 0.6338 | Comm(s) 0.3745 | Reduce(s) 0.0378 | Loss 0.4415
Process 003 | Epoch 00269 | Time(s) 0.6335 | Comm(s) 0.3754 | Reduce(s) 0.0378 | Loss 0.4399
Process 003 | Epoch 00279 | Time(s) 0.6324 | Comm(s) 0.3757 | Reduce(s) 0.0375 | Loss 0.4325
Process 003 | Epoch 00289 | Time(s) 0.6316 | Comm(s) 0.3766 | Reduce(s) 0.0375 | Loss 0.4252
Process 003 | Epoch 00299 | Time(s) 0.6329 | Comm(s) 0.3764 | Reduce(s) 0.0374 | Loss 0.4240
Process 003 | Epoch 00309 | Time(s) 0.6336 | Comm(s) 0.3767 | Reduce(s) 0.0374 | Loss 0.4261
Process 003 | Epoch 00319 | Time(s) 0.6340 | Comm(s) 0.3766 | Reduce(s) 0.0372 | Loss 0.4211
Process 003 | Epoch 00329 | Time(s) 0.6329 | Comm(s) 0.3765 | Reduce(s) 0.0372 | Loss 0.4182
Process 003 | Epoch 00339 | Time(s) 0.6333 | Comm(s) 0.3762 | Reduce(s) 0.0373 | Loss 0.4126
Process 003 | Epoch 00349 | Time(s) 0.6341 | Comm(s) 0.3761 | Reduce(s) 0.0372 | Loss 0.4181
Process 003 | Epoch 00359 | Time(s) 0.6352 | Comm(s) 0.3763 | Reduce(s) 0.0372 | Loss 0.4035
Process 003 | Epoch 00369 | Time(s) 0.6350 | Comm(s) 0.3762 | Reduce(s) 0.0372 | Loss 0.4058
Process 003 | Epoch 00379 | Time(s) 0.6362 | Comm(s) 0.3759 | Reduce(s) 0.0372 | Loss 0.4051
Process 003 | Epoch 00389 | Time(s) 0.6360 | Comm(s) 0.3758 | Reduce(s) 0.0373 | Loss 0.4003
Process 003 | Epoch 00399 | Time(s) 0.6361 | Comm(s) 0.3764 | Reduce(s) 0.0372 | Loss 0.4050
Process 003 | Epoch 00409 | Time(s) 0.6358 | Comm(s) 0.3763 | Reduce(s) 0.0372 | Loss 0.4102
Process 003 | Epoch 00419 | Time(s) 0.6362 | Comm(s) 0.3766 | Reduce(s) 0.0370 | Loss 0.3952
Process 003 | Epoch 00429 | Time(s) 0.6375 | Comm(s) 0.3765 | Reduce(s) 0.0371 | Loss 0.3932
Process 003 | Epoch 00439 | Time(s) 0.6378 | Comm(s) 0.3772 | Reduce(s) 0.0370 | Loss 0.3939
Process 003 | Epoch 00449 | Time(s) 0.6379 | Comm(s) 0.3772 | Reduce(s) 0.0371 | Loss 0.3923
Process 003 | Epoch 00459 | Time(s) 0.6380 | Comm(s) 0.3774 | Reduce(s) 0.0371 | Loss 0.3862
Process 003 | Epoch 00469 | Time(s) 0.6379 | Comm(s) 0.3776 | Reduce(s) 0.0371 | Loss 0.3836
Process 003 | Epoch 00479 | Time(s) 0.6377 | Comm(s) 0.3772 | Reduce(s) 0.0371 | Loss 0.3858
