/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=5, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4750 | Comm(s) 0.3192 | Reduce(s) 0.0480 | Loss 0.7618
Process 001 | Epoch 00189 | Time(s) 0.6564 | Comm(s) 0.3668 | Reduce(s) 0.0507 | Loss 0.0893
Process 001 | Epoch 00199 | Time(s) 0.6553 | Comm(s) 0.3669 | Reduce(s) 0.0505 | Loss 0.0868
Process 001 | Epoch 00209 | Time(s) 0.6553 | Comm(s) 0.3673 | Reduce(s) 0.0505 | Loss 0.0868
Process 001 | Epoch 00219 | Time(s) 0.6543 | Comm(s) 0.3681 | Reduce(s) 0.0505 | Loss 0.0832
Process 001 | Epoch 00229 | Time(s) 0.6512 | Comm(s) 0.3672 | Reduce(s) 0.0505 | Loss 0.0819
Process 001 | Epoch 00239 | Time(s) 0.6512 | Comm(s) 0.3670 | Reduce(s) 0.0503 | Loss 0.0809
Process 001 | Epoch 00249 | Time(s) 0.6499 | Comm(s) 0.3668 | Reduce(s) 0.0502 | Loss 0.0810
Process 001 | Epoch 00259 | Time(s) 0.6482 | Comm(s) 0.3672 | Reduce(s) 0.0502 | Loss 0.0807
Process 001 | Epoch 00269 | Time(s) 0.6494 | Comm(s) 0.3672 | Reduce(s) 0.0506 | Loss 0.0778
Process 001 | Epoch 00279 | Time(s) 0.6479 | Comm(s) 0.3674 | Reduce(s) 0.0505 | Loss 0.0808
Process 001 | Epoch 00289 | Time(s) 0.6474 | Comm(s) 0.3674 | Reduce(s) 0.0504 | Loss 0.0762
Process 001 | Epoch 00299 | Time(s) 0.6467 | Comm(s) 0.3668 | Reduce(s) 0.0504 | Loss 0.0766
Process 001 | Epoch 00309 | Time(s) 0.6465 | Comm(s) 0.3671 | Reduce(s) 0.0504 | Loss 0.0754
Process 001 | Epoch 00319 | Time(s) 0.6471 | Comm(s) 0.3673 | Reduce(s) 0.0505 | Loss 0.0743
Process 001 | Epoch 00329 | Time(s) 0.6461 | Comm(s) 0.3671 | Reduce(s) 0.0504 | Loss 0.0746
Process 001 | Epoch 00339 | Time(s) 0.6449 | Comm(s) 0.3669 | Reduce(s) 0.0504 | Loss 0.0732
Process 001 | Epoch 00349 | Time(s) 0.6449 | Comm(s) 0.3666 | Reduce(s) 0.0504 | Loss 0.0721
Process 001 | Epoch 00359 | Time(s) 0.6445 | Comm(s) 0.3666 | Reduce(s) 0.0502 | Loss 0.0705
Process 001 | Epoch 00369 | Time(s) 0.6445 | Comm(s) 0.3667 | Reduce(s) 0.0501 | Loss 0.0718
Process 001 | Epoch 00379 | Time(s) 0.6441 | Comm(s) 0.3672 | Reduce(s) 0.0500 | Loss 0.0718
Process 001 | Epoch 00389 | Time(s) 0.6441 | Comm(s) 0.3673 | Reduce(s) 0.0500 | Loss 0.0688
Process 001 | Epoch 00399 | Time(s) 0.6434 | Comm(s) 0.3668 | Reduce(s) 0.0500 | Loss 0.0704
Process 001 | Epoch 00409 | Time(s) 0.6436 | Comm(s) 0.3672 | Reduce(s) 0.0500 | Loss 0.0700
Process 001 | Epoch 00419 | Time(s) 0.6437 | Comm(s) 0.3678 | Reduce(s) 0.0503 | Loss 0.0669
Process 001 | Epoch 00429 | Time(s) 0.6433 | Comm(s) 0.3681 | Reduce(s) 0.0503 | Loss 0.0697
Process 001 | Epoch 00439 | Time(s) 0.6421 | Comm(s) 0.3680 | Reduce(s) 0.0504 | Loss 0.0671
Process 001 | Epoch 00449 | Time(s) 0.6420 | Comm(s) 0.3680 | Reduce(s) 0.0504 | Loss 0.0659
Process 001 | Epoch 00459 | Time(s) 0.6416 | Comm(s) 0.3679 | Reduce(s) 0.0505 | Loss 0.0679
Process 001 | Epoch 00469 | Time(s) 0.6414 | Comm(s) 0.3676 | Reduce(s) 0.0505 | Loss 0.0664
Process 001 | Epoch 00479 | Time(s) 0.6415 | Comm(s) 0.3674 | Reduce(s) 0.0504 | Loss 0.0661
Process 001 | Epoch 00489 | Time(s) 0.6421 | Comm(s) 0.3678 | Reduce(s) 0.0504 | Loss 0.0650
Process 001 | Epoch 00499 | Time(s) 0.6430 | Comm(s) 0.3681 | Reduce(s) 0.0503 | Loss 0.0685
(rank 1) memory stats: current 1220.71MB, peak 4434.47MB, reserved 5252.00MB
loading partitions
Process 2 has 692600 nodes, 27267637 edges 504513 inner nodes, and 24126075 inner edges.
Process 2 start training
Process 002 | Epoch 00009 | Time(s) 0.4749 | Comm(s) 0.3163 | Reduce(s) 0.0455 | Loss 2.0320
Process 002 | Epoch 00019 | Time(s) 0.5302 | Comm(s) 0.3445 | Reduce(s) 0.0426 | Loss 1.1639
Process 002 | Epoch 00029 | Time(s) 0.6527 | Comm(s) 0.3608 | Reduce(s) 0.0446 | Loss 0.8802
Process 002 | Epoch 00039 | Time(s) 0.6554 | Comm(s) 0.3598 | Reduce(s) 0.0431 | Loss 0.7012
Process 002 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3564 | Reduce(s) 0.0437 | Loss 0.6399
Process 002 | Epoch 00059 | Time(s) 0.6517 | Comm(s) 0.3538 | Reduce(s) 0.0433 | Loss 0.5834
Process 002 | Epoch 00069 | Time(s) 0.6575 | Comm(s) 0.3564 | Reduce(s) 0.0437 | Loss 0.5450
Process 002 | Epoch 00079 | Time(s) 0.6554 | Comm(s) 0.3582 | Reduce(s) 0.0432 | Loss 0.5182
Process 002 | Epoch 00089 | Time(s) 0.6541 | Comm(s) 0.3582 | Reduce(s) 0.0433 | Loss 0.4912
Process 002 | Epoch 00099 | Time(s) 0.6540 | Comm(s) 0.3614 | Reduce(s) 0.0432 | Loss 0.4738
Process 002 | Epoch 00109 | Time(s) 0.6528 | Comm(s) 0.3618 | Reduce(s) 0.0435 | Loss 0.4604
Process 002 | Epoch 00119 | Time(s) 0.6568 | Comm(s) 0.3645 | Reduce(s) 0.0438 | Loss 0.4398
Process 002 | Epoch 00129 | Time(s) 0.6540 | Comm(s) 0.3647 | Reduce(s) 0.0436 | Loss 0.4274
Process 002 | Epoch 00139 | Time(s) 0.6567 | Comm(s) 0.3663 | Reduce(s) 0.0437 | Loss 0.4180
Process 002 | Epoch 00149 | Time(s) 0.6575 | Comm(s) 0.3666 | Reduce(s) 0.0436 | Loss 0.4092
Process 002 | Epoch 00159 | Time(s) 0.6566 | Comm(s) 0.3661 | Reduce(s) 0.0435 | Loss 0.4040
Process 002 | Epoch 00169 | Time(s) 0.6571 | Comm(s) 0.3675 | Reduce(s) 0.0434 | Loss 0.3893
Process 002 | Epoch 00179 | Time(s) 0.6566 | Comm(s) 0.3670 | Reduce(s) 0.0430 | Loss 0.3812
Process 002 | Epoch 00189 | Time(s) 0.6565 | Comm(s) 0.3672 | Reduce(s) 0.0430 | Loss 0.3804
Process 002 | Epoch 00199 | Time(s) 0.6553 | Comm(s) 0.3675 | Reduce(s) 0.0426 | Loss 0.3707
Process 002 | Epoch 00209 | Time(s) 0.6554 | Comm(s) 0.3678 | Reduce(s) 0.0427 | Loss 0.3622
Process 002 | Epoch 00219 | Time(s) 0.6544 | Comm(s) 0.3681 | Reduce(s) 0.0429 | Loss 0.3589
Process 002 | Epoch 00229 | Time(s) 0.6513 | Comm(s) 0.3671 | Reduce(s) 0.0428 | Loss 0.3595
Process 002 | Epoch 00239 | Time(s) 0.6512 | Comm(s) 0.3671 | Reduce(s) 0.0428 | Loss 0.3531
Process 002 | Epoch 00249 | Time(s) 0.6500 | Comm(s) 0.3664 | Reduce(s) 0.0428 | Loss 0.3507
Process 002 | Epoch 00259 | Time(s) 0.6482 | Comm(s) 0.3662 | Reduce(s) 0.0429 | Loss 0.3466
Process 002 | Epoch 00269 | Time(s) 0.6494 | Comm(s) 0.3665 | Reduce(s) 0.0431 | Loss 0.3434
Process 002 | Epoch 00279 | Time(s) 0.6480 | Comm(s) 0.3661 | Reduce(s) 0.0430 | Loss 0.3447
Process 002 | Epoch 00289 | Time(s) 0.6474 | Comm(s) 0.3662 | Reduce(s) 0.0430 | Loss 0.3367
Process 002 | Epoch 00299 | Time(s) 0.6467 | Comm(s) 0.3658 | Reduce(s) 0.0431 | Loss 0.3361
Process 002 | Epoch 00309 | Time(s) 0.6465 | Comm(s) 0.3658 | Reduce(s) 0.0432 | Loss 0.3317
Process 002 | Epoch 00319 | Time(s) 0.6471 | Comm(s) 0.3659 | Reduce(s) 0.0434 | Loss 0.3276
Process 002 | Epoch 00329 | Time(s) 0.6462 | Comm(s) 0.3658 | Reduce(s) 0.0433 | Loss 0.3257
Process 002 | Epoch 00339 | Time(s) 0.6449 | Comm(s) 0.3655 | Reduce(s) 0.0434 | Loss 0.3236
Process 002 | Epoch 00349 | Time(s) 0.6449 | Comm(s) 0.3655 | Reduce(s) 0.0434 | Loss 0.3226
Process 002 | Epoch 00359 | Time(s) 0.6446 | Comm(s) 0.3657 | Reduce(s) 0.0434 | Loss 0.3203
Process 002 | Epoch 00369 | Time(s) 0.6445 | Comm(s) 0.3657 | Reduce(s) 0.0435 | Loss 0.3208
Process 002 | Epoch 00379 | Time(s) 0.6441 | Comm(s) 0.3658 | Reduce(s) 0.0433 | Loss 0.3194
Process 002 | Epoch 00389 | Time(s) 0.6442 | Comm(s) 0.3659 | Reduce(s) 0.0433 | Loss 0.3115
Process 002 | Epoch 00399 | Time(s) 0.6435 | Comm(s) 0.3657 | Reduce(s) 0.0434 | Loss 0.3167
Process 002 | Epoch 00409 | Time(s) 0.6436 | Comm(s) 0.3661 | Reduce(s) 0.0433 | Loss 0.3137
Process 002 | Epoch 00419 | Time(s) 0.6437 | Comm(s) 0.3663 | Reduce(s) 0.0434 | Loss 0.3002
Process 002 | Epoch 00429 | Time(s) 0.6433 | Comm(s) 0.3664 | Reduce(s) 0.0434 | Loss 0.3133
Process 002 | Epoch 00439 | Time(s) 0.6421 | Comm(s) 0.3663 | Reduce(s) 0.0434 | Loss 0.3115
Process 002 | Epoch 00449 | Time(s) 0.6420 | Comm(s) 0.3663 | Reduce(s) 0.0435 | Loss 0.3102
Process 002 | Epoch 00459 | Time(s) 0.6417 | Comm(s) 0.3661 | Reduce(s) 0.0436 | Loss 0.3074
Process 002 | Epoch 00469 | Time(s) 0.6415 | Comm(s) 0.3658 | Reduce(s) 0.0437 | Loss 0.2977
Process 002 | Epoch 00479 | Time(s) 0.6415 | Comm(s) 0.3655 | Reduce(s) 0.0437 | Loss 0.3033
Process 002 | Epoch 00489 | Time(s) 0.6421 | Comm(s) 0.3659 | Reduce(s) 0.0436 | Loss 0.2984
Process 002 | Epoch 00499 | Time(s) 0.6430 | Comm(s) 0.3663 | Reduce(s) 0.0435 | Loss 0.3009
(rank 2) memory stats: current 1408.70MB, peak 4916.41MB, reserved 5774.00MB
loading partitions
Process 3 has 836440 nodes, 33372329 edges 488969 inner nodes, and 27833669 inner edges.
Process 3 start training
Process 003 | Epoch 00009 | Time(s) 0.4750 | Comm(s) 0.3118 | Reduce(s) 0.0450 | Loss 1.8725
Process 003 | Epoch 00019 | Time(s) 0.5303 | Comm(s) 0.3523 | Reduce(s) 0.0415 | Loss 1.1827
Process 003 | Epoch 00029 | Time(s) 0.6527 | Comm(s) 0.3669 | Reduce(s) 0.0391 | Loss 0.9357
Process 003 | Epoch 00039 | Time(s) 0.6555 | Comm(s) 0.3640 | Reduce(s) 0.0391 | Loss 0.8112
Process 003 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3609 | Reduce(s) 0.0398 | Loss 0.7440
Process 003 | Epoch 00059 | Time(s) 0.6517 | Comm(s) 0.3570 | Reduce(s) 0.0391 | Loss 0.6890
Process 003 | Epoch 00069 | Time(s) 0.6576 | Comm(s) 0.3575 | Reduce(s) 0.0390 | Loss 0.6551
Process 003 | Epoch 00079 | Time(s) 0.6554 | Comm(s) 0.3581 | Reduce(s) 0.0386 | Loss 0.6219
Process 003 | Epoch 00089 | Time(s) 0.6542 | Comm(s) 0.3588 | Reduce(s) 0.0385 | Loss 0.6038
Process 003 | Epoch 00099 | Time(s) 0.6541 | Comm(s) 0.3609 | Reduce(s) 0.0383 | Loss 0.5811
Process 003 | Epoch 00109 | Time(s) 0.6528 | Comm(s) 0.3614 | Reduce(s) 0.0384 | Loss 0.5606
Process 003 | Epoch 00119 | Time(s) 0.6568 | Comm(s) 0.3635 | Reduce(s) 0.0383 | Loss 0.5467
Process 003 | Epoch 00129 | Time(s) 0.6540 | Comm(s) 0.3648 | Reduce(s) 0.0379 | Loss 0.5263
Process 003 | Epoch 00139 | Time(s) 0.6568 | Comm(s) 0.3664 | Reduce(s) 0.0379 | Loss 0.5229
Process 003 | Epoch 00149 | Time(s) 0.6576 | Comm(s) 0.3670 | Reduce(s) 0.0375 | Loss 0.5078
Process 003 | Epoch 00159 | Time(s) 0.6566 | Comm(s) 0.3673 | Reduce(s) 0.0370 | Loss 0.5011
Process 003 | Epoch 00169 | Time(s) 0.6572 | Comm(s) 0.3679 | Reduce(s) 0.0370 | Loss 0.4990
Process 003 | Epoch 00179 | Time(s) 0.6566 | Comm(s) 0.3673 | Reduce(s) 0.0370 | Loss 0.4830
Process 003 | Epoch 00189 | Time(s) 0.6565 | Comm(s) 0.3675 | Reduce(s) 0.0367 | Loss 0.4719
Process 003 | Epoch 00199 | Time(s) 0.6554 | Comm(s) 0.3679 | Reduce(s) 0.0366 | Loss 0.4721
Process 003 | Epoch 00209 | Time(s) 0.6554 | Comm(s) 0.3680 | Reduce(s) 0.0365 | Loss 0.4658
Process 003 | Epoch 00219 | Time(s) 0.6544 | Comm(s) 0.3681 | Reduce(s) 0.0367 | Loss 0.4606
Process 003 | Epoch 00229 | Time(s) 0.6513 | Comm(s) 0.3672 | Reduce(s) 0.0369 | Loss 0.4552
Process 003 | Epoch 00239 | Time(s) 0.6512 | Comm(s) 0.3672 | Reduce(s) 0.0368 | Loss 0.4473
Process 003 | Epoch 00249 | Time(s) 0.6500 | Comm(s) 0.3669 | Reduce(s) 0.0367 | Loss 0.4460
Process 003 | Epoch 00259 | Time(s) 0.6482 | Comm(s) 0.3668 | Reduce(s) 0.0369 | Loss 0.4421
Process 003 | Epoch 00269 | Time(s) 0.6494 | Comm(s) 0.3670 | Reduce(s) 0.0372 | Loss 0.4349
Process 003 | Epoch 00279 | Time(s) 0.6480 | Comm(s) 0.3668 | Reduce(s) 0.0372 | Loss 0.4336
Process 003 | Epoch 00289 | Time(s) 0.6474 | Comm(s) 0.3666 | Reduce(s) 0.0372 | Loss 0.4321
Process 003 | Epoch 00299 | Time(s) 0.6467 | Comm(s) 0.3662 | Reduce(s) 0.0376 | Loss 0.4239
Process 003 | Epoch 00309 | Time(s) 0.6465 | Comm(s) 0.3661 | Reduce(s) 0.0377 | Loss 0.4235
Process 003 | Epoch 00319 | Time(s) 0.6471 | Comm(s) 0.3663 | Reduce(s) 0.0378 | Loss 0.4241
Process 003 | Epoch 00329 | Time(s) 0.6462 | Comm(s) 0.3660 | Reduce(s) 0.0379 | Loss 0.4188
Process 003 | Epoch 00339 | Time(s) 0.6449 | Comm(s) 0.3654 | Reduce(s) 0.0380 | Loss 0.4228
Process 003 | Epoch 00349 | Time(s) 0.6449 | Comm(s) 0.3652 | Reduce(s) 0.0382 | Loss 0.4148
Process 003 | Epoch 00359 | Time(s) 0.6446 | Comm(s) 0.3648 | Reduce(s) 0.0382 | Loss 0.4128
Process 003 | Epoch 00369 | Time(s) 0.6445 | Comm(s) 0.3647 | Reduce(s) 0.0382 | Loss 0.4096
Process 003 | Epoch 00379 | Time(s) 0.6441 | Comm(s) 0.3651 | Reduce(s) 0.0381 | Loss 0.4115
Process 003 | Epoch 00389 | Time(s) 0.6442 | Comm(s) 0.3655 | Reduce(s) 0.0380 | Loss 0.3985
Process 003 | Epoch 00399 | Time(s) 0.6435 | Comm(s) 0.3655 | Reduce(s) 0.0379 | Loss 0.4038
Process 003 | Epoch 00409 | Time(s) 0.6436 | Comm(s) 0.3659 | Reduce(s) 0.0380 | Loss 0.4096
Process 003 | Epoch 00419 | Time(s) 0.6437 | Comm(s) 0.3662 | Reduce(s) 0.0379 | Loss 0.4013
Process 003 | Epoch 00429 | Time(s) 0.6433 | Comm(s) 0.3661 | Reduce(s) 0.0379 | Loss 0.4016
Process 003 | Epoch 00439 | Time(s) 0.6422 | Comm(s) 0.3660 | Reduce(s) 0.0380 | Loss 0.3954
Process 003 | Epoch 00449 | Time(s) 0.6420 | Comm(s) 0.3658 | Reduce(s) 0.0380 | Loss 0.3966
Process 003 | Epoch 00459 | Time(s) 0.6417 | Comm(s) 0.3657 | Reduce(s) 0.0381 | Loss 0.3909
Process 003 | Epoch 00469 | Time(s) 0.6415 | Comm(s) 0.3654 | Reduce(s) 0.0382 | Loss 0.3883
Process 003 | Epoch 00479 | Time(s) 0.6415 | Comm(s) 0.3650 | Reduce(s) 0.0382 | Loss 0.3924
Process 003 | Epoch 00489 | Time(s) 0.6421 | Comm(s) 0.3655 | Reduce(s) 0.0382 | Loss 0.3934
Process 003 | Epoch 00499 | Time(s) 0.6430 | Comm(s) 0.3660 | Reduce(s) 0.0381 | Loss 0.3872
(rank 3) memory stats: current 1554.75MB, peak 5119.45MB, reserved 6092.00MB
loading partitions
Process 4 has 784033 nodes, 35278576 edges 504514 inner nodes, and 28400360 inner edges.
Process 4 start training
Process 004 | Epoch 00009 | Time(s) 0.4750 | Comm(s) 0.3088 | Reduce(s) 0.0507 | Loss 1.9858
Process 004 | Epoch 00019 | Time(s) 0.5302 | Comm(s) 0.3485 | Reduce(s) 0.0497 | Loss 1.1888
Process 004 | Epoch 00029 | Time(s) 0.6527 | Comm(s) 0.3641 | Reduce(s) 0.0463 | Loss 0.8757
Process 004 | Epoch 00039 | Time(s) 0.6555 | Comm(s) 0.3631 | Reduce(s) 0.0448 | Loss 0.7484
Process 004 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3603 | Reduce(s) 0.0457 | Loss 0.6761
Process 004 | Epoch 00059 | Time(s) 0.6517 | Comm(s) 0.3576 | Reduce(s) 0.0456 | Loss 0.6260
Process 004 | Epoch 00069 | Time(s) 0.6576 | Comm(s) 0.3558 | Reduce(s) 0.0462 | Loss 0.5934
Process 004 | Epoch 00079 | Time(s) 0.6554 | Comm(s) 0.3574 | Reduce(s) 0.0461 | Loss 0.5657
Process 004 | Epoch 00089 | Time(s) 0.6541 | Comm(s) 0.3580 | Reduce(s) 0.0456 | Loss 0.5466
Process 004 | Epoch 00099 | Time(s) 0.6540 | Comm(s) 0.3589 | Reduce(s) 0.0457 | Loss 0.5264
Process 004 | Epoch 00109 | Time(s) 0.6528 | Comm(s) 0.3585 | Reduce(s) 0.0458 | Loss 0.5115
Process 004 | Epoch 00119 | Time(s) 0.6568 | Comm(s) 0.3615 | Reduce(s) 0.0457 | Loss 0.4959
Process 004 | Epoch 00129 | Time(s) 0.6539 | Comm(s) 0.3619 | Reduce(s) 0.0454 | Loss 0.4817
Process 004 | Epoch 00139 | Time(s) 0.6568 | Comm(s) 0.3625 | Reduce(s) 0.0452 | Loss 0.4705
Process 004 | Epoch 00149 | Time(s) 0.6576 | Comm(s) 0.3636 | Reduce(s) 0.0447 | Loss 0.4642
Process 004 | Epoch 00159 | Time(s) 0.6566 | Comm(s) 0.3637 | Reduce(s) 0.0442 | Loss 0.4544
Process 004 | Epoch 00169 | Time(s) 0.6571 | Comm(s) 0.3645 | Reduce(s) 0.0441 | Loss 0.4446
Process 004 | Epoch 00179 | Time(s) 0.6566 | Comm(s) 0.3646 | Reduce(s) 0.0441 | Loss 0.4373
Process 004 | Epoch 00189 | Time(s) 0.6565 | Comm(s) 0.3647 | Reduce(s) 0.0439 | Loss 0.4309
Process 004 | Epoch 00199 | Time(s) 0.6554 | Comm(s) 0.3644 | Reduce(s) 0.0436 | Loss 0.4239
Process 004 | Epoch 00209 | Time(s) 0.6554 | Comm(s) 0.3644 | Reduce(s) 0.0437 | Loss 0.4205
Process 004 | Epoch 00219 | Time(s) 0.6544 | Comm(s) 0.3652 | Reduce(s) 0.0437 | Loss 0.4154
Process 004 | Epoch 00229 | Time(s) 0.6513 | Comm(s) 0.3645 | Reduce(s) 0.0436 | Loss 0.4131
Process 004 | Epoch 00239 | Time(s) 0.6512 | Comm(s) 0.3635 | Reduce(s) 0.0437 | Loss 0.4093
Process 004 | Epoch 00249 | Time(s) 0.6500 | Comm(s) 0.3630 | Reduce(s) 0.0434 | Loss 0.4060
Process 004 | Epoch 00259 | Time(s) 0.6482 | Comm(s) 0.3634 | Reduce(s) 0.0436 | Loss 0.4029
Process 004 | Epoch 00269 | Time(s) 0.6494 | Comm(s) 0.3641 | Reduce(s) 0.0435 | Loss 0.3954
Process 004 | Epoch 00279 | Time(s) 0.6479 | Comm(s) 0.3638 | Reduce(s) 0.0435 | Loss 0.3986
Process 004 | Epoch 00289 | Time(s) 0.6474 | Comm(s) 0.3639 | Reduce(s) 0.0434 | Loss 0.3961
Process 004 | Epoch 00299 | Time(s) 0.6467 | Comm(s) 0.3635 | Reduce(s) 0.0436 | Loss 0.3903
Process 004 | Epoch 00309 | Time(s) 0.6465 | Comm(s) 0.3637 | Reduce(s) 0.0435 | Loss 0.3889
Process 004 | Epoch 00319 | Time(s) 0.6471 | Comm(s) 0.3639 | Reduce(s) 0.0435 | Loss 0.3870
Process 004 | Epoch 00329 | Time(s) 0.6462 | Comm(s) 0.3634 | Reduce(s) 0.0437 | Loss 0.3901
Process 004 | Epoch 00339 | Time(s) 0.6449 | Comm(s) 0.3629 | Reduce(s) 0.0437 | Loss 0.3806
Process 004 | Epoch 00349 | Time(s) 0.6449 | Comm(s) 0.3627 | Reduce(s) 0.0438 | Loss 0.3789
Process 004 | Epoch 00359 | Time(s) 0.6446 | Comm(s) 0.3625 | Reduce(s) 0.0440 | Loss 0.3766
Process 004 | Epoch 00369 | Time(s) 0.6445 | Comm(s) 0.3628 | Reduce(s) 0.0439 | Loss 0.3789
Process 004 | Epoch 00379 | Time(s) 0.6441 | Comm(s) 0.3631 | Reduce(s) 0.0438 | Loss 0.3746
Process 004 | Epoch 00389 | Time(s) 0.6442 | Comm(s) 0.3634 | Reduce(s) 0.0438 | Loss 0.3747
Process 004 | Epoch 00399 | Time(s) 0.6435 | Comm(s) 0.3632 | Reduce(s) 0.0437 | Loss 0.3700
Process 004 | Epoch 00409 | Time(s) 0.6436 | Comm(s) 0.3635 | Reduce(s) 0.0437 | Loss 0.3742
Process 004 | Epoch 00419 | Time(s) 0.6437 | Comm(s) 0.3637 | Reduce(s) 0.0437 | Loss 0.3719
Process 004 | Epoch 00429 | Time(s) 0.6433 | Comm(s) 0.3638 | Reduce(s) 0.0436 | Loss 0.3674
Process 004 | Epoch 00439 | Time(s) 0.6422 | Comm(s) 0.3636 | Reduce(s) 0.0435 | Loss 0.3667
Process 004 | Epoch 00449 | Time(s) 0.6420 | Comm(s) 0.3636 | Reduce(s) 0.0436 | Loss 0.3613
Process 004 | Epoch 00459 | Time(s) 0.6417 | Comm(s) 0.3635 | Reduce(s) 0.0438 | Loss 0.3615
Process 004 | Epoch 00469 | Time(s) 0.6415 | Comm(s) 0.3633 | Reduce(s) 0.0438 | Loss 0.3610
Process 004 | Epoch 00479 | Time(s) 0.6415 | Comm(s) 0.3631 | Reduce(s) 0.0439 | Loss 0.3635
