/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=8, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 2 has 692600 nodes, 27267637 edges 504513 inner nodes, and 24126075 inner edges.
Process 2 start training
Process 002 | Epoch 00009 | Time(s) 0.4795 | Comm(s) 0.3249 | Reduce(s) 0.0430 | Loss 2.1483
Process 002 | Epoch 00239 | Time(s) 0.6642 | Comm(s) 0.3769 | Reduce(s) 0.0445 | Loss 0.3538
Process 002 | Epoch 00249 | Time(s) 0.6625 | Comm(s) 0.3759 | Reduce(s) 0.0446 | Loss 0.3501
Process 002 | Epoch 00259 | Time(s) 0.6646 | Comm(s) 0.3762 | Reduce(s) 0.0445 | Loss 0.3500
Process 002 | Epoch 00269 | Time(s) 0.6630 | Comm(s) 0.3763 | Reduce(s) 0.0446 | Loss 0.3434
Process 002 | Epoch 00279 | Time(s) 0.6633 | Comm(s) 0.3762 | Reduce(s) 0.0444 | Loss 0.3468
Process 002 | Epoch 00289 | Time(s) 0.6627 | Comm(s) 0.3760 | Reduce(s) 0.0442 | Loss 0.3340
Process 002 | Epoch 00299 | Time(s) 0.6612 | Comm(s) 0.3755 | Reduce(s) 0.0441 | Loss 0.3354
Process 002 | Epoch 00309 | Time(s) 0.6609 | Comm(s) 0.3751 | Reduce(s) 0.0440 | Loss 0.3316
Process 002 | Epoch 00319 | Time(s) 0.6605 | Comm(s) 0.3746 | Reduce(s) 0.0442 | Loss 0.3335
Process 002 | Epoch 00329 | Time(s) 0.6598 | Comm(s) 0.3748 | Reduce(s) 0.0442 | Loss 0.3242
Process 002 | Epoch 00339 | Time(s) 0.6588 | Comm(s) 0.3748 | Reduce(s) 0.0443 | Loss 0.3244
Process 002 | Epoch 00349 | Time(s) 0.6586 | Comm(s) 0.3747 | Reduce(s) 0.0443 | Loss 0.3205
Process 002 | Epoch 00359 | Time(s) 0.6586 | Comm(s) 0.3745 | Reduce(s) 0.0442 | Loss 0.3210
Process 002 | Epoch 00369 | Time(s) 0.6578 | Comm(s) 0.3747 | Reduce(s) 0.0442 | Loss 0.3253
Process 002 | Epoch 00379 | Time(s) 0.6578 | Comm(s) 0.3749 | Reduce(s) 0.0442 | Loss 0.3192
Process 002 | Epoch 00389 | Time(s) 0.6574 | Comm(s) 0.3749 | Reduce(s) 0.0442 | Loss 0.3201
Process 002 | Epoch 00399 | Time(s) 0.6577 | Comm(s) 0.3752 | Reduce(s) 0.0442 | Loss 0.3133
Process 002 | Epoch 00409 | Time(s) 0.6575 | Comm(s) 0.3755 | Reduce(s) 0.0441 | Loss 0.3121
Process 002 | Epoch 00419 | Time(s) 0.6567 | Comm(s) 0.3756 | Reduce(s) 0.0440 | Loss 0.3140
Process 002 | Epoch 00429 | Time(s) 0.6568 | Comm(s) 0.3754 | Reduce(s) 0.0441 | Loss 0.3120
Process 002 | Epoch 00439 | Time(s) 0.6565 | Comm(s) 0.3754 | Reduce(s) 0.0441 | Loss 0.3093
Process 002 | Epoch 00449 | Time(s) 0.6564 | Comm(s) 0.3754 | Reduce(s) 0.0441 | Loss 0.3085
Process 002 | Epoch 00459 | Time(s) 0.6565 | Comm(s) 0.3755 | Reduce(s) 0.0441 | Loss 0.3031
Process 002 | Epoch 00469 | Time(s) 0.6567 | Comm(s) 0.3757 | Reduce(s) 0.0442 | Loss 0.3040
Process 002 | Epoch 00479 | Time(s) 0.6569 | Comm(s) 0.3760 | Reduce(s) 0.0440 | Loss 0.3017
Process 002 | Epoch 00489 | Time(s) 0.6571 | Comm(s) 0.3762 | Reduce(s) 0.0441 | Loss 0.3041
Process 002 | Epoch 00499 | Time(s) 0.6570 | Comm(s) 0.3760 | Reduce(s) 0.0442 | Loss 0.3031
(rank 2) memory stats: current 1408.63MB, peak 4916.46MB, reserved 5774.00MB
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4798 | Comm(s) 0.3311 | Reduce(s) 0.0503 | Loss 0.8224
Process 001 | Epoch 00019 | Time(s) 0.5290 | Comm(s) 0.3572 | Reduce(s) 0.0525 | Loss 0.3514
Process 001 | Epoch 00029 | Time(s) 0.6376 | Comm(s) 0.3707 | Reduce(s) 0.0525 | Loss 0.2417
Process 001 | Epoch 00039 | Time(s) 0.6445 | Comm(s) 0.3708 | Reduce(s) 0.0518 | Loss 0.1851
Process 001 | Epoch 00049 | Time(s) 0.6465 | Comm(s) 0.3687 | Reduce(s) 0.0516 | Loss 0.1534
Process 001 | Epoch 00059 | Time(s) 0.6549 | Comm(s) 0.3682 | Reduce(s) 0.0512 | Loss 0.1393
Process 001 | Epoch 00069 | Time(s) 0.6580 | Comm(s) 0.3679 | Reduce(s) 0.0518 | Loss 0.1294
Process 001 | Epoch 00079 | Time(s) 0.6664 | Comm(s) 0.3692 | Reduce(s) 0.0537 | Loss 0.1239
Process 001 | Epoch 00089 | Time(s) 0.6682 | Comm(s) 0.3706 | Reduce(s) 0.0539 | Loss 0.1147
Process 001 | Epoch 00099 | Time(s) 0.6690 | Comm(s) 0.3732 | Reduce(s) 0.0537 | Loss 0.1124
Process 001 | Epoch 00109 | Time(s) 0.6726 | Comm(s) 0.3751 | Reduce(s) 0.0535 | Loss 0.1064
Process 001 | Epoch 00119 | Time(s) 0.6707 | Comm(s) 0.3752 | Reduce(s) 0.0535 | Loss 0.1047
Process 001 | Epoch 00129 | Time(s) 0.6680 | Comm(s) 0.3756 | Reduce(s) 0.0538 | Loss 0.1003
Process 001 | Epoch 00139 | Time(s) 0.6666 | Comm(s) 0.3757 | Reduce(s) 0.0536 | Loss 0.0959
Process 001 | Epoch 00149 | Time(s) 0.6679 | Comm(s) 0.3767 | Reduce(s) 0.0539 | Loss 0.0926
Process 001 | Epoch 00159 | Time(s) 0.6673 | Comm(s) 0.3776 | Reduce(s) 0.0540 | Loss 0.0928
Process 001 | Epoch 00169 | Time(s) 0.6683 | Comm(s) 0.3784 | Reduce(s) 0.0536 | Loss 0.0883
Process 001 | Epoch 00179 | Time(s) 0.6705 | Comm(s) 0.3790 | Reduce(s) 0.0544 | Loss 0.0850
Process 001 | Epoch 00189 | Time(s) 0.6677 | Comm(s) 0.3789 | Reduce(s) 0.0539 | Loss 0.0864
Process 001 | Epoch 00199 | Time(s) 0.6684 | Comm(s) 0.3785 | Reduce(s) 0.0536 | Loss 0.0849
Process 001 | Epoch 00209 | Time(s) 0.6680 | Comm(s) 0.3785 | Reduce(s) 0.0540 | Loss 0.0891
Process 001 | Epoch 00219 | Time(s) 0.6669 | Comm(s) 0.3789 | Reduce(s) 0.0541 | Loss 0.0810
Process 001 | Epoch 00229 | Time(s) 0.6648 | Comm(s) 0.3791 | Reduce(s) 0.0539 | Loss 0.0807
Process 001 | Epoch 00239 | Time(s) 0.6643 | Comm(s) 0.3790 | Reduce(s) 0.0544 | Loss 0.0781
Process 001 | Epoch 00249 | Time(s) 0.6625 | Comm(s) 0.3784 | Reduce(s) 0.0541 | Loss 0.0769
Process 001 | Epoch 00259 | Time(s) 0.6646 | Comm(s) 0.3783 | Reduce(s) 0.0538 | Loss 0.0759
Process 001 | Epoch 00269 | Time(s) 0.6630 | Comm(s) 0.3782 | Reduce(s) 0.0538 | Loss 0.0762
Process 001 | Epoch 00279 | Time(s) 0.6634 | Comm(s) 0.3783 | Reduce(s) 0.0536 | Loss 0.0757
Process 001 | Epoch 00289 | Time(s) 0.6627 | Comm(s) 0.3775 | Reduce(s) 0.0537 | Loss 0.0748
Process 001 | Epoch 00299 | Time(s) 0.6612 | Comm(s) 0.3772 | Reduce(s) 0.0535 | Loss 0.0747
Process 001 | Epoch 00309 | Time(s) 0.6609 | Comm(s) 0.3767 | Reduce(s) 0.0536 | Loss 0.0722
Process 001 | Epoch 00319 | Time(s) 0.6605 | Comm(s) 0.3767 | Reduce(s) 0.0536 | Loss 0.0713
Process 001 | Epoch 00329 | Time(s) 0.6598 | Comm(s) 0.3767 | Reduce(s) 0.0535 | Loss 0.0714
Process 001 | Epoch 00339 | Time(s) 0.6588 | Comm(s) 0.3766 | Reduce(s) 0.0534 | Loss 0.0712
Process 001 | Epoch 00349 | Time(s) 0.6586 | Comm(s) 0.3767 | Reduce(s) 0.0532 | Loss 0.0690
Process 001 | Epoch 00359 | Time(s) 0.6587 | Comm(s) 0.3767 | Reduce(s) 0.0529 | Loss 0.0708
Process 001 | Epoch 00369 | Time(s) 0.6579 | Comm(s) 0.3769 | Reduce(s) 0.0529 | Loss 0.0694
Process 001 | Epoch 00379 | Time(s) 0.6578 | Comm(s) 0.3772 | Reduce(s) 0.0528 | Loss 0.0709
Process 001 | Epoch 00389 | Time(s) 0.6574 | Comm(s) 0.3773 | Reduce(s) 0.0527 | Loss 0.0698
Process 001 | Epoch 00399 | Time(s) 0.6577 | Comm(s) 0.3774 | Reduce(s) 0.0526 | Loss 0.0676
Process 001 | Epoch 00409 | Time(s) 0.6576 | Comm(s) 0.3778 | Reduce(s) 0.0524 | Loss 0.0669
Process 001 | Epoch 00419 | Time(s) 0.6567 | Comm(s) 0.3780 | Reduce(s) 0.0523 | Loss 0.0666
Process 001 | Epoch 00429 | Time(s) 0.6568 | Comm(s) 0.3777 | Reduce(s) 0.0522 | Loss 0.0673
Process 001 | Epoch 00439 | Time(s) 0.6565 | Comm(s) 0.3779 | Reduce(s) 0.0522 | Loss 0.0671
Process 001 | Epoch 00449 | Time(s) 0.6564 | Comm(s) 0.3779 | Reduce(s) 0.0524 | Loss 0.0674
Process 001 | Epoch 00459 | Time(s) 0.6566 | Comm(s) 0.3781 | Reduce(s) 0.0525 | Loss 0.0653
Process 001 | Epoch 00469 | Time(s) 0.6567 | Comm(s) 0.3784 | Reduce(s) 0.0526 | Loss 0.0662
Process 001 | Epoch 00479 | Time(s) 0.6569 | Comm(s) 0.3788 | Reduce(s) 0.0525 | Loss 0.0635
Process 001 | Epoch 00489 | Time(s) 0.6571 | Comm(s) 0.3792 | Reduce(s) 0.0525 | Loss 0.0639
Process 001 | Epoch 00499 | Time(s) 0.6570 | Comm(s) 0.3792 | Reduce(s) 0.0525 | Loss 0.0635
(rank 1) memory stats: current 1220.83MB, peak 4434.41MB, reserved 5172.00MB
loading partitions
Process 4 has 784033 nodes, 35278576 edges 504514 inner nodes, and 28400360 inner edges.
Process 4 start training
Process 004 | Epoch 00009 | Time(s) 0.4797 | Comm(s) 0.3234 | Reduce(s) 0.0398 | Loss 1.9938
Process 004 | Epoch 00019 | Time(s) 0.5290 | Comm(s) 0.3472 | Reduce(s) 0.0392 | Loss 1.1969
Process 004 | Epoch 00029 | Time(s) 0.6376 | Comm(s) 0.3638 | Reduce(s) 0.0376 | Loss 0.8712
Process 004 | Epoch 00039 | Time(s) 0.6445 | Comm(s) 0.3657 | Reduce(s) 0.0381 | Loss 0.7428
Process 004 | Epoch 00049 | Time(s) 0.6465 | Comm(s) 0.3645 | Reduce(s) 0.0399 | Loss 0.6679
Process 004 | Epoch 00059 | Time(s) 0.6549 | Comm(s) 0.3625 | Reduce(s) 0.0394 | Loss 0.6226
Process 004 | Epoch 00069 | Time(s) 0.6580 | Comm(s) 0.3616 | Reduce(s) 0.0397 | Loss 0.5874
Process 004 | Epoch 00079 | Time(s) 0.6665 | Comm(s) 0.3664 | Reduce(s) 0.0395 | Loss 0.5652
Process 004 | Epoch 00089 | Time(s) 0.6682 | Comm(s) 0.3673 | Reduce(s) 0.0393 | Loss 0.5374
Process 004 | Epoch 00099 | Time(s) 0.6689 | Comm(s) 0.3700 | Reduce(s) 0.0393 | Loss 0.5216
Process 004 | Epoch 00109 | Time(s) 0.6726 | Comm(s) 0.3728 | Reduce(s) 0.0392 | Loss 0.5041
Process 004 | Epoch 00119 | Time(s) 0.6707 | Comm(s) 0.3728 | Reduce(s) 0.0396 | Loss 0.4940
Process 004 | Epoch 00129 | Time(s) 0.6680 | Comm(s) 0.3728 | Reduce(s) 0.0393 | Loss 0.4773
Process 004 | Epoch 00139 | Time(s) 0.6666 | Comm(s) 0.3729 | Reduce(s) 0.0393 | Loss 0.4680
Process 004 | Epoch 00149 | Time(s) 0.6679 | Comm(s) 0.3737 | Reduce(s) 0.0394 | Loss 0.4588
Process 004 | Epoch 00159 | Time(s) 0.6673 | Comm(s) 0.3738 | Reduce(s) 0.0398 | Loss 0.4508
Process 004 | Epoch 00169 | Time(s) 0.6683 | Comm(s) 0.3736 | Reduce(s) 0.0397 | Loss 0.4428
Process 004 | Epoch 00179 | Time(s) 0.6705 | Comm(s) 0.3736 | Reduce(s) 0.0403 | Loss 0.4331
Process 004 | Epoch 00189 | Time(s) 0.6676 | Comm(s) 0.3733 | Reduce(s) 0.0402 | Loss 0.4272
Process 004 | Epoch 00199 | Time(s) 0.6683 | Comm(s) 0.3727 | Reduce(s) 0.0403 | Loss 0.4234
Process 004 | Epoch 00209 | Time(s) 0.6680 | Comm(s) 0.3728 | Reduce(s) 0.0404 | Loss 0.4212
Process 004 | Epoch 00219 | Time(s) 0.6668 | Comm(s) 0.3734 | Reduce(s) 0.0406 | Loss 0.4161
Process 004 | Epoch 00229 | Time(s) 0.6648 | Comm(s) 0.3731 | Reduce(s) 0.0405 | Loss 0.4107
Process 004 | Epoch 00239 | Time(s) 0.6642 | Comm(s) 0.3738 | Reduce(s) 0.0407 | Loss 0.4085
Process 004 | Epoch 00249 | Time(s) 0.6625 | Comm(s) 0.3736 | Reduce(s) 0.0405 | Loss 0.4083
Process 004 | Epoch 00259 | Time(s) 0.6646 | Comm(s) 0.3740 | Reduce(s) 0.0406 | Loss 0.4018
Process 004 | Epoch 00269 | Time(s) 0.6630 | Comm(s) 0.3738 | Reduce(s) 0.0407 | Loss 0.3966
Process 004 | Epoch 00279 | Time(s) 0.6634 | Comm(s) 0.3738 | Reduce(s) 0.0408 | Loss 0.3942
Process 004 | Epoch 00289 | Time(s) 0.6627 | Comm(s) 0.3735 | Reduce(s) 0.0406 | Loss 0.3902
Process 004 | Epoch 00299 | Time(s) 0.6612 | Comm(s) 0.3735 | Reduce(s) 0.0405 | Loss 0.3898
Process 004 | Epoch 00309 | Time(s) 0.6609 | Comm(s) 0.3734 | Reduce(s) 0.0406 | Loss 0.3884
Process 004 | Epoch 00319 | Time(s) 0.6605 | Comm(s) 0.3738 | Reduce(s) 0.0406 | Loss 0.3818
Process 004 | Epoch 00329 | Time(s) 0.6598 | Comm(s) 0.3738 | Reduce(s) 0.0407 | Loss 0.3816
Process 004 | Epoch 00339 | Time(s) 0.6588 | Comm(s) 0.3739 | Reduce(s) 0.0407 | Loss 0.3843
Process 004 | Epoch 00349 | Time(s) 0.6585 | Comm(s) 0.3736 | Reduce(s) 0.0406 | Loss 0.3816
Process 004 | Epoch 00359 | Time(s) 0.6586 | Comm(s) 0.3739 | Reduce(s) 0.0406 | Loss 0.3804
Process 004 | Epoch 00369 | Time(s) 0.6578 | Comm(s) 0.3743 | Reduce(s) 0.0405 | Loss 0.3757
Process 004 | Epoch 00379 | Time(s) 0.6578 | Comm(s) 0.3745 | Reduce(s) 0.0405 | Loss 0.3772
Process 004 | Epoch 00389 | Time(s) 0.6574 | Comm(s) 0.3743 | Reduce(s) 0.0407 | Loss 0.3738
Process 004 | Epoch 00399 | Time(s) 0.6577 | Comm(s) 0.3748 | Reduce(s) 0.0408 | Loss 0.3707
Process 004 | Epoch 00409 | Time(s) 0.6576 | Comm(s) 0.3750 | Reduce(s) 0.0408 | Loss 0.3692
Process 004 | Epoch 00419 | Time(s) 0.6567 | Comm(s) 0.3753 | Reduce(s) 0.0408 | Loss 0.3700
Process 004 | Epoch 00429 | Time(s) 0.6568 | Comm(s) 0.3751 | Reduce(s) 0.0407 | Loss 0.3660
Process 004 | Epoch 00439 | Time(s) 0.6565 | Comm(s) 0.3754 | Reduce(s) 0.0408 | Loss 0.3685
Process 004 | Epoch 00449 | Time(s) 0.6564 | Comm(s) 0.3756 | Reduce(s) 0.0406 | Loss 0.3740
Process 004 | Epoch 00459 | Time(s) 0.6566 | Comm(s) 0.3758 | Reduce(s) 0.0405 | Loss 0.3714
Process 004 | Epoch 00469 | Time(s) 0.6567 | Comm(s) 0.3762 | Reduce(s) 0.0406 | Loss 0.3641
Process 004 | Epoch 00479 | Time(s) 0.6569 | Comm(s) 0.3765 | Reduce(s) 0.0406 | Loss 0.3616
Process 004 | Epoch 00489 | Time(s) 0.6571 | Comm(s) 0.3765 | Reduce(s) 0.0407 | Loss 0.3621
Process 004 | Epoch 00499 | Time(s) 0.6570 | Comm(s) 0.3764 | Reduce(s) 0.0407 | Loss 0.3568
(rank 4) memory stats: current 1597.36MB, peak 5256.10MB, reserved 6292.00MB
loading partitions
Process 3 has 836440 nodes, 33372329 edges 488969 inner nodes, and 27833669 inner edges.
Process 3 start training
Process 003 | Epoch 00009 | Time(s) 0.4795 | Comm(s) 0.3220 | Reduce(s) 0.0430 | Loss 2.0221
Process 003 | Epoch 00019 | Time(s) 0.5291 | Comm(s) 0.3419 | Reduce(s) 0.0358 | Loss 1.2564
Process 003 | Epoch 00029 | Time(s) 0.6376 | Comm(s) 0.3609 | Reduce(s) 0.0361 | Loss 0.9501
Process 003 | Epoch 00039 | Time(s) 0.6447 | Comm(s) 0.3608 | Reduce(s) 0.0361 | Loss 0.8072
Process 003 | Epoch 00049 | Time(s) 0.6464 | Comm(s) 0.3603 | Reduce(s) 0.0367 | Loss 0.7313
Process 003 | Epoch 00059 | Time(s) 0.6547 | Comm(s) 0.3609 | Reduce(s) 0.0362 | Loss 0.6900
Process 003 | Epoch 00069 | Time(s) 0.6579 | Comm(s) 0.3615 | Reduce(s) 0.0360 | Loss 0.6562
Process 003 | Epoch 00079 | Time(s) 0.6662 | Comm(s) 0.3644 | Reduce(s) 0.0362 | Loss 0.6165
Process 003 | Epoch 00089 | Time(s) 0.6680 | Comm(s) 0.3646 | Reduce(s) 0.0366 | Loss 0.5924
Process 003 | Epoch 00099 | Time(s) 0.6688 | Comm(s) 0.3684 | Reduce(s) 0.0362 | Loss 0.5770
Process 003 | Epoch 00109 | Time(s) 0.6725 | Comm(s) 0.3731 | Reduce(s) 0.0362 | Loss 0.5553
Process 003 | Epoch 00119 | Time(s) 0.6706 | Comm(s) 0.3741 | Reduce(s) 0.0361 | Loss 0.5381
Process 003 | Epoch 00129 | Time(s) 0.6680 | Comm(s) 0.3742 | Reduce(s) 0.0363 | Loss 0.5327
Process 003 | Epoch 00139 | Time(s) 0.6665 | Comm(s) 0.3742 | Reduce(s) 0.0364 | Loss 0.5126
Process 003 | Epoch 00149 | Time(s) 0.6679 | Comm(s) 0.3764 | Reduce(s) 0.0362 | Loss 0.5049
Process 003 | Epoch 00159 | Time(s) 0.6672 | Comm(s) 0.3776 | Reduce(s) 0.0367 | Loss 0.4953
Process 003 | Epoch 00169 | Time(s) 0.6683 | Comm(s) 0.3780 | Reduce(s) 0.0363 | Loss 0.4849
Process 003 | Epoch 00179 | Time(s) 0.6704 | Comm(s) 0.3788 | Reduce(s) 0.0368 | Loss 0.4823
Process 003 | Epoch 00189 | Time(s) 0.6676 | Comm(s) 0.3783 | Reduce(s) 0.0370 | Loss 0.4702
Process 003 | Epoch 00199 | Time(s) 0.6683 | Comm(s) 0.3775 | Reduce(s) 0.0370 | Loss 0.4752
Process 003 | Epoch 00209 | Time(s) 0.6679 | Comm(s) 0.3780 | Reduce(s) 0.0369 | Loss 0.4625
Process 003 | Epoch 00219 | Time(s) 0.6668 | Comm(s) 0.3786 | Reduce(s) 0.0369 | Loss 0.4552
Process 003 | Epoch 00229 | Time(s) 0.6648 | Comm(s) 0.3786 | Reduce(s) 0.0367 | Loss 0.4502
Process 003 | Epoch 00239 | Time(s) 0.6642 | Comm(s) 0.3794 | Reduce(s) 0.0366 | Loss 0.4439
Process 003 | Epoch 00249 | Time(s) 0.6625 | Comm(s) 0.3789 | Reduce(s) 0.0367 | Loss 0.4443
Process 003 | Epoch 00259 | Time(s) 0.6646 | Comm(s) 0.3794 | Reduce(s) 0.0366 | Loss 0.4329
Process 003 | Epoch 00269 | Time(s) 0.6630 | Comm(s) 0.3796 | Reduce(s) 0.0368 | Loss 0.4306
Process 003 | Epoch 00279 | Time(s) 0.6633 | Comm(s) 0.3800 | Reduce(s) 0.0367 | Loss 0.4329
Process 003 | Epoch 00289 | Time(s) 0.6627 | Comm(s) 0.3798 | Reduce(s) 0.0365 | Loss 0.4269
Process 003 | Epoch 00299 | Time(s) 0.6612 | Comm(s) 0.3791 | Reduce(s) 0.0366 | Loss 0.4215
Process 003 | Epoch 00309 | Time(s) 0.6609 | Comm(s) 0.3793 | Reduce(s) 0.0368 | Loss 0.4221
Process 003 | Epoch 00319 | Time(s) 0.6604 | Comm(s) 0.3796 | Reduce(s) 0.0366 | Loss 0.4234
Process 003 | Epoch 00329 | Time(s) 0.6598 | Comm(s) 0.3794 | Reduce(s) 0.0367 | Loss 0.4201
Process 003 | Epoch 00339 | Time(s) 0.6588 | Comm(s) 0.3793 | Reduce(s) 0.0367 | Loss 0.4237
Process 003 | Epoch 00349 | Time(s) 0.6585 | Comm(s) 0.3796 | Reduce(s) 0.0366 | Loss 0.4055
Process 003 | Epoch 00359 | Time(s) 0.6586 | Comm(s) 0.3795 | Reduce(s) 0.0366 | Loss 0.4094
Process 003 | Epoch 00369 | Time(s) 0.6578 | Comm(s) 0.3797 | Reduce(s) 0.0365 | Loss 0.4154
Process 003 | Epoch 00379 | Time(s) 0.6577 | Comm(s) 0.3798 | Reduce(s) 0.0365 | Loss 0.4033
Process 003 | Epoch 00389 | Time(s) 0.6573 | Comm(s) 0.3799 | Reduce(s) 0.0365 | Loss 0.4020
Process 003 | Epoch 00399 | Time(s) 0.6577 | Comm(s) 0.3802 | Reduce(s) 0.0365 | Loss 0.4006
Process 003 | Epoch 00409 | Time(s) 0.6575 | Comm(s) 0.3804 | Reduce(s) 0.0364 | Loss 0.3960
Process 003 | Epoch 00419 | Time(s) 0.6567 | Comm(s) 0.3803 | Reduce(s) 0.0364 | Loss 0.3986
Process 003 | Epoch 00429 | Time(s) 0.6568 | Comm(s) 0.3798 | Reduce(s) 0.0365 | Loss 0.3906
Process 003 | Epoch 00439 | Time(s) 0.6565 | Comm(s) 0.3799 | Reduce(s) 0.0366 | Loss 0.3992
Process 003 | Epoch 00449 | Time(s) 0.6564 | Comm(s) 0.3800 | Reduce(s) 0.0365 | Loss 0.3902
Process 003 | Epoch 00459 | Time(s) 0.6565 | Comm(s) 0.3802 | Reduce(s) 0.0365 | Loss 0.3966
Process 003 | Epoch 00469 | Time(s) 0.6567 | Comm(s) 0.3806 | Reduce(s) 0.0366 | Loss 0.3872
Process 003 | Epoch 00479 | Time(s) 0.6569 | Comm(s) 0.3813 | Reduce(s) 0.0365 | Loss 0.3873
