/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=7, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4713 | Comm(s) 0.3162 | Reduce(s) 0.0497 | Loss 0.7933
Process 001 | Epoch 00269 | Time(s) 0.6249 | Comm(s) 0.3645 | Reduce(s) 0.0505 | Loss 0.0769
Process 001 | Epoch 00279 | Time(s) 0.6221 | Comm(s) 0.3642 | Reduce(s) 0.0503 | Loss 0.0773
Process 001 | Epoch 00289 | Time(s) 0.6217 | Comm(s) 0.3646 | Reduce(s) 0.0505 | Loss 0.0751
Process 001 | Epoch 00299 | Time(s) 0.6228 | Comm(s) 0.3648 | Reduce(s) 0.0503 | Loss 0.0745
Process 001 | Epoch 00309 | Time(s) 0.6230 | Comm(s) 0.3652 | Reduce(s) 0.0504 | Loss 0.0723
Process 001 | Epoch 00319 | Time(s) 0.6234 | Comm(s) 0.3655 | Reduce(s) 0.0504 | Loss 0.0717
Process 001 | Epoch 00329 | Time(s) 0.6239 | Comm(s) 0.3666 | Reduce(s) 0.0503 | Loss 0.0734
Process 001 | Epoch 00339 | Time(s) 0.6247 | Comm(s) 0.3667 | Reduce(s) 0.0505 | Loss 0.0701
Process 001 | Epoch 00349 | Time(s) 0.6261 | Comm(s) 0.3674 | Reduce(s) 0.0508 | Loss 0.0711
Process 001 | Epoch 00359 | Time(s) 0.6275 | Comm(s) 0.3679 | Reduce(s) 0.0508 | Loss 0.0701
Process 001 | Epoch 00369 | Time(s) 0.6286 | Comm(s) 0.3685 | Reduce(s) 0.0508 | Loss 0.0707
Process 001 | Epoch 00379 | Time(s) 0.6286 | Comm(s) 0.3685 | Reduce(s) 0.0507 | Loss 0.0702
Process 001 | Epoch 00389 | Time(s) 0.6286 | Comm(s) 0.3687 | Reduce(s) 0.0507 | Loss 0.0703
Process 001 | Epoch 00399 | Time(s) 0.6297 | Comm(s) 0.3694 | Reduce(s) 0.0506 | Loss 0.0678
Process 001 | Epoch 00409 | Time(s) 0.6305 | Comm(s) 0.3694 | Reduce(s) 0.0505 | Loss 0.0687
Process 001 | Epoch 00419 | Time(s) 0.6309 | Comm(s) 0.3692 | Reduce(s) 0.0505 | Loss 0.0677
Process 001 | Epoch 00429 | Time(s) 0.6314 | Comm(s) 0.3697 | Reduce(s) 0.0506 | Loss 0.0670
Process 001 | Epoch 00439 | Time(s) 0.6315 | Comm(s) 0.3700 | Reduce(s) 0.0504 | Loss 0.0689
Process 001 | Epoch 00449 | Time(s) 0.6323 | Comm(s) 0.3702 | Reduce(s) 0.0505 | Loss 0.0706
Process 001 | Epoch 00459 | Time(s) 0.6329 | Comm(s) 0.3708 | Reduce(s) 0.0505 | Loss 0.0674
Process 001 | Epoch 00469 | Time(s) 0.6332 | Comm(s) 0.3708 | Reduce(s) 0.0506 | Loss 0.0662
Process 001 | Epoch 00479 | Time(s) 0.6330 | Comm(s) 0.3706 | Reduce(s) 0.0506 | Loss 0.0685
Process 001 | Epoch 00489 | Time(s) 0.6328 | Comm(s) 0.3708 | Reduce(s) 0.0506 | Loss 0.0657
Process 001 | Epoch 00499 | Time(s) 0.6330 | Comm(s) 0.3711 | Reduce(s) 0.0506 | Loss 0.0667
(rank 1) memory stats: current 1220.74MB, peak 4434.38MB, reserved 5212.00MB
loading partitions
Process 4 has 784033 nodes, 35278576 edges 504514 inner nodes, and 28400360 inner edges.
Process 4 start training
Process 004 | Epoch 00009 | Time(s) 0.4714 | Comm(s) 0.3101 | Reduce(s) 0.0461 | Loss 1.8649
Process 004 | Epoch 00019 | Time(s) 0.5345 | Comm(s) 0.3376 | Reduce(s) 0.0519 | Loss 1.1319
Process 004 | Epoch 00029 | Time(s) 0.6496 | Comm(s) 0.3519 | Reduce(s) 0.0501 | Loss 0.8429
Process 004 | Epoch 00039 | Time(s) 0.6403 | Comm(s) 0.3514 | Reduce(s) 0.0495 | Loss 0.7306
Process 004 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3519 | Reduce(s) 0.0493 | Loss 0.6588
Process 004 | Epoch 00059 | Time(s) 0.6464 | Comm(s) 0.3528 | Reduce(s) 0.0493 | Loss 0.6137
Process 004 | Epoch 00069 | Time(s) 0.6445 | Comm(s) 0.3545 | Reduce(s) 0.0478 | Loss 0.5805
Process 004 | Epoch 00079 | Time(s) 0.6437 | Comm(s) 0.3560 | Reduce(s) 0.0473 | Loss 0.5589
Process 004 | Epoch 00089 | Time(s) 0.6440 | Comm(s) 0.3570 | Reduce(s) 0.0459 | Loss 0.5359
Process 004 | Epoch 00099 | Time(s) 0.6485 | Comm(s) 0.3593 | Reduce(s) 0.0458 | Loss 0.5184
Process 004 | Epoch 00109 | Time(s) 0.6511 | Comm(s) 0.3592 | Reduce(s) 0.0460 | Loss 0.5033
Process 004 | Epoch 00119 | Time(s) 0.6510 | Comm(s) 0.3582 | Reduce(s) 0.0463 | Loss 0.4906
Process 004 | Epoch 00129 | Time(s) 0.6504 | Comm(s) 0.3585 | Reduce(s) 0.0461 | Loss 0.4800
Process 004 | Epoch 00139 | Time(s) 0.6494 | Comm(s) 0.3583 | Reduce(s) 0.0455 | Loss 0.4711
Process 004 | Epoch 00149 | Time(s) 0.6464 | Comm(s) 0.3584 | Reduce(s) 0.0453 | Loss 0.4551
Process 004 | Epoch 00159 | Time(s) 0.6478 | Comm(s) 0.3601 | Reduce(s) 0.0451 | Loss 0.4485
Process 004 | Epoch 00169 | Time(s) 0.6476 | Comm(s) 0.3600 | Reduce(s) 0.0450 | Loss 0.4426
Process 004 | Epoch 00179 | Time(s) 0.6468 | Comm(s) 0.3606 | Reduce(s) 0.0451 | Loss 0.4380
Process 004 | Epoch 00189 | Time(s) 0.6465 | Comm(s) 0.3612 | Reduce(s) 0.0449 | Loss 0.4302
Process 004 | Epoch 00199 | Time(s) 0.6465 | Comm(s) 0.3613 | Reduce(s) 0.0445 | Loss 0.4258
Process 004 | Epoch 00209 | Time(s) 0.6460 | Comm(s) 0.3611 | Reduce(s) 0.0448 | Loss 0.4171
Process 004 | Epoch 00219 | Time(s) 0.6441 | Comm(s) 0.3607 | Reduce(s) 0.0444 | Loss 0.4125
Process 004 | Epoch 00229 | Time(s) 0.6390 | Comm(s) 0.3593 | Reduce(s) 0.0443 | Loss 0.4104
Process 004 | Epoch 00239 | Time(s) 0.6342 | Comm(s) 0.3589 | Reduce(s) 0.0441 | Loss 0.4045
Process 004 | Epoch 00249 | Time(s) 0.6299 | Comm(s) 0.3580 | Reduce(s) 0.0440 | Loss 0.4028
Process 004 | Epoch 00259 | Time(s) 0.6264 | Comm(s) 0.3576 | Reduce(s) 0.0439 | Loss 0.4007
Process 004 | Epoch 00269 | Time(s) 0.6249 | Comm(s) 0.3575 | Reduce(s) 0.0440 | Loss 0.3998
Process 004 | Epoch 00279 | Time(s) 0.6221 | Comm(s) 0.3571 | Reduce(s) 0.0440 | Loss 0.4097
Process 004 | Epoch 00289 | Time(s) 0.6217 | Comm(s) 0.3577 | Reduce(s) 0.0438 | Loss 0.3905
Process 004 | Epoch 00299 | Time(s) 0.6228 | Comm(s) 0.3584 | Reduce(s) 0.0436 | Loss 0.3873
Process 004 | Epoch 00309 | Time(s) 0.6230 | Comm(s) 0.3589 | Reduce(s) 0.0437 | Loss 0.3879
Process 004 | Epoch 00319 | Time(s) 0.6234 | Comm(s) 0.3593 | Reduce(s) 0.0437 | Loss 0.3819
Process 004 | Epoch 00329 | Time(s) 0.6239 | Comm(s) 0.3598 | Reduce(s) 0.0437 | Loss 0.3796
Process 004 | Epoch 00339 | Time(s) 0.6247 | Comm(s) 0.3604 | Reduce(s) 0.0435 | Loss 0.3781
Process 004 | Epoch 00349 | Time(s) 0.6261 | Comm(s) 0.3616 | Reduce(s) 0.0432 | Loss 0.3774
Process 004 | Epoch 00359 | Time(s) 0.6275 | Comm(s) 0.3625 | Reduce(s) 0.0429 | Loss 0.3848
Process 004 | Epoch 00369 | Time(s) 0.6286 | Comm(s) 0.3627 | Reduce(s) 0.0429 | Loss 0.3845
Process 004 | Epoch 00379 | Time(s) 0.6286 | Comm(s) 0.3627 | Reduce(s) 0.0428 | Loss 0.3742
Process 004 | Epoch 00389 | Time(s) 0.6286 | Comm(s) 0.3632 | Reduce(s) 0.0427 | Loss 0.3712
Process 004 | Epoch 00399 | Time(s) 0.6298 | Comm(s) 0.3637 | Reduce(s) 0.0426 | Loss 0.3673
Process 004 | Epoch 00409 | Time(s) 0.6305 | Comm(s) 0.3639 | Reduce(s) 0.0424 | Loss 0.3738
Process 004 | Epoch 00419 | Time(s) 0.6309 | Comm(s) 0.3639 | Reduce(s) 0.0423 | Loss 0.3675
Process 004 | Epoch 00429 | Time(s) 0.6314 | Comm(s) 0.3646 | Reduce(s) 0.0423 | Loss 0.3691
Process 004 | Epoch 00439 | Time(s) 0.6315 | Comm(s) 0.3647 | Reduce(s) 0.0422 | Loss 0.3615
Process 004 | Epoch 00449 | Time(s) 0.6323 | Comm(s) 0.3650 | Reduce(s) 0.0422 | Loss 0.3617
Process 004 | Epoch 00459 | Time(s) 0.6329 | Comm(s) 0.3656 | Reduce(s) 0.0421 | Loss 0.3639
Process 004 | Epoch 00469 | Time(s) 0.6332 | Comm(s) 0.3658 | Reduce(s) 0.0422 | Loss 0.3636
Process 004 | Epoch 00479 | Time(s) 0.6330 | Comm(s) 0.3657 | Reduce(s) 0.0422 | Loss 0.3552
Process 004 | Epoch 00489 | Time(s) 0.6328 | Comm(s) 0.3659 | Reduce(s) 0.0423 | Loss 0.3588
Process 004 | Epoch 00499 | Time(s) 0.6330 | Comm(s) 0.3661 | Reduce(s) 0.0425 | Loss 0.3558
(rank 4) memory stats: current 1596.97MB, peak 5256.02MB, reserved 6232.00MB
loading partitions
Process 2 has 692600 nodes, 27267637 edges 504513 inner nodes, and 24126075 inner edges.
Process 2 start training
Process 002 | Epoch 00009 | Time(s) 0.4714 | Comm(s) 0.3063 | Reduce(s) 0.0455 | Loss 2.3774
Process 002 | Epoch 00019 | Time(s) 0.5344 | Comm(s) 0.3411 | Reduce(s) 0.0457 | Loss 1.2419
Process 002 | Epoch 00029 | Time(s) 0.6496 | Comm(s) 0.3595 | Reduce(s) 0.0449 | Loss 0.8765
Process 002 | Epoch 00039 | Time(s) 0.6403 | Comm(s) 0.3585 | Reduce(s) 0.0435 | Loss 0.7076
Process 002 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3586 | Reduce(s) 0.0436 | Loss 0.6339
Process 002 | Epoch 00059 | Time(s) 0.6464 | Comm(s) 0.3581 | Reduce(s) 0.0433 | Loss 0.5788
Process 002 | Epoch 00069 | Time(s) 0.6446 | Comm(s) 0.3577 | Reduce(s) 0.0432 | Loss 0.5486
Process 002 | Epoch 00079 | Time(s) 0.6437 | Comm(s) 0.3590 | Reduce(s) 0.0433 | Loss 0.5210
Process 002 | Epoch 00089 | Time(s) 0.6440 | Comm(s) 0.3591 | Reduce(s) 0.0438 | Loss 0.4951
Process 002 | Epoch 00099 | Time(s) 0.6486 | Comm(s) 0.3624 | Reduce(s) 0.0433 | Loss 0.4773
Process 002 | Epoch 00109 | Time(s) 0.6510 | Comm(s) 0.3633 | Reduce(s) 0.0435 | Loss 0.4579
Process 002 | Epoch 00119 | Time(s) 0.6510 | Comm(s) 0.3627 | Reduce(s) 0.0436 | Loss 0.4440
Process 002 | Epoch 00129 | Time(s) 0.6504 | Comm(s) 0.3628 | Reduce(s) 0.0432 | Loss 0.4306
Process 002 | Epoch 00139 | Time(s) 0.6494 | Comm(s) 0.3622 | Reduce(s) 0.0433 | Loss 0.4162
Process 002 | Epoch 00149 | Time(s) 0.6464 | Comm(s) 0.3624 | Reduce(s) 0.0431 | Loss 0.4070
Process 002 | Epoch 00159 | Time(s) 0.6479 | Comm(s) 0.3643 | Reduce(s) 0.0429 | Loss 0.4040
Process 002 | Epoch 00169 | Time(s) 0.6477 | Comm(s) 0.3639 | Reduce(s) 0.0427 | Loss 0.3913
Process 002 | Epoch 00179 | Time(s) 0.6468 | Comm(s) 0.3643 | Reduce(s) 0.0429 | Loss 0.3824
Process 002 | Epoch 00189 | Time(s) 0.6465 | Comm(s) 0.3646 | Reduce(s) 0.0428 | Loss 0.3798
Process 002 | Epoch 00199 | Time(s) 0.6465 | Comm(s) 0.3643 | Reduce(s) 0.0430 | Loss 0.3701
Process 002 | Epoch 00209 | Time(s) 0.6460 | Comm(s) 0.3643 | Reduce(s) 0.0433 | Loss 0.3601
Process 002 | Epoch 00219 | Time(s) 0.6442 | Comm(s) 0.3632 | Reduce(s) 0.0434 | Loss 0.3653
Process 002 | Epoch 00229 | Time(s) 0.6390 | Comm(s) 0.3620 | Reduce(s) 0.0434 | Loss 0.3564
Process 002 | Epoch 00239 | Time(s) 0.6342 | Comm(s) 0.3608 | Reduce(s) 0.0436 | Loss 0.3565
Process 002 | Epoch 00249 | Time(s) 0.6299 | Comm(s) 0.3600 | Reduce(s) 0.0436 | Loss 0.3512
Process 002 | Epoch 00259 | Time(s) 0.6264 | Comm(s) 0.3597 | Reduce(s) 0.0436 | Loss 0.3500
Process 002 | Epoch 00269 | Time(s) 0.6249 | Comm(s) 0.3593 | Reduce(s) 0.0437 | Loss 0.3480
Process 002 | Epoch 00279 | Time(s) 0.6221 | Comm(s) 0.3589 | Reduce(s) 0.0437 | Loss 0.3444
Process 002 | Epoch 00289 | Time(s) 0.6217 | Comm(s) 0.3594 | Reduce(s) 0.0438 | Loss 0.3339
Process 002 | Epoch 00299 | Time(s) 0.6228 | Comm(s) 0.3599 | Reduce(s) 0.0435 | Loss 0.3332
Process 002 | Epoch 00309 | Time(s) 0.6230 | Comm(s) 0.3604 | Reduce(s) 0.0434 | Loss 0.3359
Process 002 | Epoch 00319 | Time(s) 0.6234 | Comm(s) 0.3616 | Reduce(s) 0.0434 | Loss 0.3279
Process 002 | Epoch 00329 | Time(s) 0.6239 | Comm(s) 0.3627 | Reduce(s) 0.0432 | Loss 0.3284
Process 002 | Epoch 00339 | Time(s) 0.6247 | Comm(s) 0.3635 | Reduce(s) 0.0431 | Loss 0.3281
Process 002 | Epoch 00349 | Time(s) 0.6261 | Comm(s) 0.3644 | Reduce(s) 0.0432 | Loss 0.3223
Process 002 | Epoch 00359 | Time(s) 0.6275 | Comm(s) 0.3649 | Reduce(s) 0.0433 | Loss 0.3254
Process 002 | Epoch 00369 | Time(s) 0.6286 | Comm(s) 0.3654 | Reduce(s) 0.0434 | Loss 0.3182
Process 002 | Epoch 00379 | Time(s) 0.6286 | Comm(s) 0.3652 | Reduce(s) 0.0433 | Loss 0.3171
Process 002 | Epoch 00389 | Time(s) 0.6286 | Comm(s) 0.3655 | Reduce(s) 0.0433 | Loss 0.3133
Process 002 | Epoch 00399 | Time(s) 0.6298 | Comm(s) 0.3664 | Reduce(s) 0.0432 | Loss 0.3117
Process 002 | Epoch 00409 | Time(s) 0.6305 | Comm(s) 0.3667 | Reduce(s) 0.0432 | Loss 0.3081
Process 002 | Epoch 00419 | Time(s) 0.6309 | Comm(s) 0.3666 | Reduce(s) 0.0432 | Loss 0.3130
Process 002 | Epoch 00429 | Time(s) 0.6315 | Comm(s) 0.3669 | Reduce(s) 0.0432 | Loss 0.3172
Process 002 | Epoch 00439 | Time(s) 0.6315 | Comm(s) 0.3674 | Reduce(s) 0.0431 | Loss 0.3087
Process 002 | Epoch 00449 | Time(s) 0.6323 | Comm(s) 0.3677 | Reduce(s) 0.0431 | Loss 0.3100
Process 002 | Epoch 00459 | Time(s) 0.6329 | Comm(s) 0.3680 | Reduce(s) 0.0432 | Loss 0.3074
Process 002 | Epoch 00469 | Time(s) 0.6332 | Comm(s) 0.3682 | Reduce(s) 0.0431 | Loss 0.3081
Process 002 | Epoch 00479 | Time(s) 0.6330 | Comm(s) 0.3681 | Reduce(s) 0.0432 | Loss 0.3041
Process 002 | Epoch 00489 | Time(s) 0.6328 | Comm(s) 0.3683 | Reduce(s) 0.0432 | Loss 0.3028
Process 002 | Epoch 00499 | Time(s) 0.6330 | Comm(s) 0.3684 | Reduce(s) 0.0433 | Loss 0.3025
(rank 2) memory stats: current 1408.79MB, peak 4916.41MB, reserved 5794.00MB
loading partitions
Process 3 has 836440 nodes, 33372329 edges 488969 inner nodes, and 27833669 inner edges.
Process 3 start training
Process 003 | Epoch 00009 | Time(s) 0.4714 | Comm(s) 0.3082 | Reduce(s) 0.0471 | Loss 1.8406
Process 003 | Epoch 00019 | Time(s) 0.5344 | Comm(s) 0.3400 | Reduce(s) 0.0494 | Loss 1.1514
Process 003 | Epoch 00029 | Time(s) 0.6496 | Comm(s) 0.3560 | Reduce(s) 0.0456 | Loss 0.9153
Process 003 | Epoch 00039 | Time(s) 0.6404 | Comm(s) 0.3535 | Reduce(s) 0.0443 | Loss 0.7950
Process 003 | Epoch 00049 | Time(s) 0.6475 | Comm(s) 0.3515 | Reduce(s) 0.0444 | Loss 0.7270
Process 003 | Epoch 00059 | Time(s) 0.6464 | Comm(s) 0.3514 | Reduce(s) 0.0446 | Loss 0.6828
Process 003 | Epoch 00069 | Time(s) 0.6445 | Comm(s) 0.3519 | Reduce(s) 0.0440 | Loss 0.6469
Process 003 | Epoch 00079 | Time(s) 0.6437 | Comm(s) 0.3541 | Reduce(s) 0.0429 | Loss 0.6184
Process 003 | Epoch 00089 | Time(s) 0.6441 | Comm(s) 0.3554 | Reduce(s) 0.0428 | Loss 0.5971
Process 003 | Epoch 00099 | Time(s) 0.6487 | Comm(s) 0.3580 | Reduce(s) 0.0425 | Loss 0.5713
Process 003 | Epoch 00109 | Time(s) 0.6510 | Comm(s) 0.3597 | Reduce(s) 0.0428 | Loss 0.5610
Process 003 | Epoch 00119 | Time(s) 0.6510 | Comm(s) 0.3606 | Reduce(s) 0.0425 | Loss 0.5439
Process 003 | Epoch 00129 | Time(s) 0.6504 | Comm(s) 0.3608 | Reduce(s) 0.0422 | Loss 0.5290
Process 003 | Epoch 00139 | Time(s) 0.6494 | Comm(s) 0.3609 | Reduce(s) 0.0420 | Loss 0.5170
Process 003 | Epoch 00149 | Time(s) 0.6464 | Comm(s) 0.3600 | Reduce(s) 0.0419 | Loss 0.5089
Process 003 | Epoch 00159 | Time(s) 0.6478 | Comm(s) 0.3618 | Reduce(s) 0.0413 | Loss 0.4970
Process 003 | Epoch 00169 | Time(s) 0.6476 | Comm(s) 0.3618 | Reduce(s) 0.0413 | Loss 0.4942
Process 003 | Epoch 00179 | Time(s) 0.6468 | Comm(s) 0.3620 | Reduce(s) 0.0415 | Loss 0.4802
Process 003 | Epoch 00189 | Time(s) 0.6465 | Comm(s) 0.3626 | Reduce(s) 0.0414 | Loss 0.4713
Process 003 | Epoch 00199 | Time(s) 0.6465 | Comm(s) 0.3629 | Reduce(s) 0.0412 | Loss 0.4620
Process 003 | Epoch 00209 | Time(s) 0.6459 | Comm(s) 0.3632 | Reduce(s) 0.0413 | Loss 0.4583
Process 003 | Epoch 00219 | Time(s) 0.6441 | Comm(s) 0.3625 | Reduce(s) 0.0412 | Loss 0.4577
Process 003 | Epoch 00229 | Time(s) 0.6390 | Comm(s) 0.3614 | Reduce(s) 0.0413 | Loss 0.4514
Process 003 | Epoch 00239 | Time(s) 0.6342 | Comm(s) 0.3607 | Reduce(s) 0.0413 | Loss 0.4436
Process 003 | Epoch 00249 | Time(s) 0.6299 | Comm(s) 0.3600 | Reduce(s) 0.0414 | Loss 0.4392
Process 003 | Epoch 00259 | Time(s) 0.6263 | Comm(s) 0.3594 | Reduce(s) 0.0413 | Loss 0.4401
Process 003 | Epoch 00269 | Time(s) 0.6249 | Comm(s) 0.3596 | Reduce(s) 0.0412 | Loss 0.4373
Process 003 | Epoch 00279 | Time(s) 0.6221 | Comm(s) 0.3591 | Reduce(s) 0.0412 | Loss 0.4349
Process 003 | Epoch 00289 | Time(s) 0.6217 | Comm(s) 0.3595 | Reduce(s) 0.0412 | Loss 0.4234
Process 003 | Epoch 00299 | Time(s) 0.6228 | Comm(s) 0.3599 | Reduce(s) 0.0409 | Loss 0.4209
Process 003 | Epoch 00309 | Time(s) 0.6230 | Comm(s) 0.3607 | Reduce(s) 0.0407 | Loss 0.4226
Process 003 | Epoch 00319 | Time(s) 0.6234 | Comm(s) 0.3615 | Reduce(s) 0.0406 | Loss 0.4181
Process 003 | Epoch 00329 | Time(s) 0.6239 | Comm(s) 0.3621 | Reduce(s) 0.0405 | Loss 0.4089
Process 003 | Epoch 00339 | Time(s) 0.6247 | Comm(s) 0.3627 | Reduce(s) 0.0404 | Loss 0.4151
Process 003 | Epoch 00349 | Time(s) 0.6261 | Comm(s) 0.3637 | Reduce(s) 0.0404 | Loss 0.4092
Process 003 | Epoch 00359 | Time(s) 0.6275 | Comm(s) 0.3648 | Reduce(s) 0.0402 | Loss 0.4150
Process 003 | Epoch 00369 | Time(s) 0.6285 | Comm(s) 0.3652 | Reduce(s) 0.0403 | Loss 0.4142
Process 003 | Epoch 00379 | Time(s) 0.6286 | Comm(s) 0.3653 | Reduce(s) 0.0402 | Loss 0.4032
Process 003 | Epoch 00389 | Time(s) 0.6286 | Comm(s) 0.3656 | Reduce(s) 0.0402 | Loss 0.4012
Process 003 | Epoch 00399 | Time(s) 0.6297 | Comm(s) 0.3662 | Reduce(s) 0.0399 | Loss 0.4021
Process 003 | Epoch 00409 | Time(s) 0.6305 | Comm(s) 0.3667 | Reduce(s) 0.0398 | Loss 0.4023
Process 003 | Epoch 00419 | Time(s) 0.6309 | Comm(s) 0.3666 | Reduce(s) 0.0398 | Loss 0.4024
Process 003 | Epoch 00429 | Time(s) 0.6314 | Comm(s) 0.3670 | Reduce(s) 0.0398 | Loss 0.3916
Process 003 | Epoch 00439 | Time(s) 0.6315 | Comm(s) 0.3672 | Reduce(s) 0.0398 | Loss 0.3955
Process 003 | Epoch 00449 | Time(s) 0.6323 | Comm(s) 0.3672 | Reduce(s) 0.0399 | Loss 0.3927
Process 003 | Epoch 00459 | Time(s) 0.6329 | Comm(s) 0.3673 | Reduce(s) 0.0398 | Loss 0.3856
Process 003 | Epoch 00469 | Time(s) 0.6332 | Comm(s) 0.3674 | Reduce(s) 0.0397 | Loss 0.3876
Process 003 | Epoch 00479 | Time(s) 0.6331 | Comm(s) 0.3674 | Reduce(s) 0.0397 | Loss 0.3880
