/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=4, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4788 | Comm(s) 0.3249 | Reduce(s) 0.0465 | Loss 0.8097
Process 003 | Epoch 00119 | Time(s) 0.6464 | Comm(s) 0.3674 | Reduce(s) 0.0372 | Loss 0.5411
Process 003 | Epoch 00129 | Time(s) 0.6500 | Comm(s) 0.3696 | Reduce(s) 0.0371 | Loss 0.5304
Process 003 | Epoch 00139 | Time(s) 0.6497 | Comm(s) 0.3697 | Reduce(s) 0.0368 | Loss 0.5162
Process 003 | Epoch 00149 | Time(s) 0.6489 | Comm(s) 0.3708 | Reduce(s) 0.0366 | Loss 0.5072
Process 003 | Epoch 00159 | Time(s) 0.6490 | Comm(s) 0.3700 | Reduce(s) 0.0364 | Loss 0.4973
Process 003 | Epoch 00169 | Time(s) 0.6498 | Comm(s) 0.3699 | Reduce(s) 0.0364 | Loss 0.4887
Process 003 | Epoch 00179 | Time(s) 0.6496 | Comm(s) 0.3693 | Reduce(s) 0.0363 | Loss 0.4764
Process 003 | Epoch 00189 | Time(s) 0.6477 | Comm(s) 0.3695 | Reduce(s) 0.0360 | Loss 0.4731
Process 003 | Epoch 00199 | Time(s) 0.6471 | Comm(s) 0.3707 | Reduce(s) 0.0359 | Loss 0.4682
Process 003 | Epoch 00209 | Time(s) 0.6465 | Comm(s) 0.3709 | Reduce(s) 0.0359 | Loss 0.4593
Process 003 | Epoch 00219 | Time(s) 0.6459 | Comm(s) 0.3711 | Reduce(s) 0.0360 | Loss 0.4569
Process 003 | Epoch 00229 | Time(s) 0.6460 | Comm(s) 0.3708 | Reduce(s) 0.0361 | Loss 0.4478
Process 003 | Epoch 00239 | Time(s) 0.6448 | Comm(s) 0.3703 | Reduce(s) 0.0360 | Loss 0.4520
Process 003 | Epoch 00249 | Time(s) 0.6463 | Comm(s) 0.3703 | Reduce(s) 0.0362 | Loss 0.4430
Process 003 | Epoch 00259 | Time(s) 0.6462 | Comm(s) 0.3699 | Reduce(s) 0.0363 | Loss 0.4350
Process 003 | Epoch 00269 | Time(s) 0.6477 | Comm(s) 0.3699 | Reduce(s) 0.0365 | Loss 0.4374
Process 003 | Epoch 00279 | Time(s) 0.6475 | Comm(s) 0.3699 | Reduce(s) 0.0365 | Loss 0.4306
Process 003 | Epoch 00289 | Time(s) 0.6484 | Comm(s) 0.3701 | Reduce(s) 0.0366 | Loss 0.4251
Process 003 | Epoch 00299 | Time(s) 0.6488 | Comm(s) 0.3705 | Reduce(s) 0.0367 | Loss 0.4197
Process 003 | Epoch 00309 | Time(s) 0.6480 | Comm(s) 0.3707 | Reduce(s) 0.0367 | Loss 0.4228
Process 003 | Epoch 00319 | Time(s) 0.6469 | Comm(s) 0.3711 | Reduce(s) 0.0366 | Loss 0.4180
Process 003 | Epoch 00329 | Time(s) 0.6461 | Comm(s) 0.3709 | Reduce(s) 0.0367 | Loss 0.4171
Process 003 | Epoch 00339 | Time(s) 0.6467 | Comm(s) 0.3711 | Reduce(s) 0.0367 | Loss 0.4106
Process 003 | Epoch 00349 | Time(s) 0.6480 | Comm(s) 0.3717 | Reduce(s) 0.0368 | Loss 0.4092
Process 003 | Epoch 00359 | Time(s) 0.6478 | Comm(s) 0.3720 | Reduce(s) 0.0369 | Loss 0.4029
Process 003 | Epoch 00369 | Time(s) 0.6468 | Comm(s) 0.3716 | Reduce(s) 0.0370 | Loss 0.4061
Process 003 | Epoch 00379 | Time(s) 0.6492 | Comm(s) 0.3724 | Reduce(s) 0.0369 | Loss 0.4033
Process 003 | Epoch 00389 | Time(s) 0.6501 | Comm(s) 0.3722 | Reduce(s) 0.0370 | Loss 0.4058
Process 003 | Epoch 00399 | Time(s) 0.6510 | Comm(s) 0.3720 | Reduce(s) 0.0371 | Loss 0.4081
Process 003 | Epoch 00409 | Time(s) 0.6508 | Comm(s) 0.3717 | Reduce(s) 0.0371 | Loss 0.3998
Process 003 | Epoch 00419 | Time(s) 0.6494 | Comm(s) 0.3716 | Reduce(s) 0.0372 | Loss 0.3929
Process 003 | Epoch 00429 | Time(s) 0.6499 | Comm(s) 0.3720 | Reduce(s) 0.0372 | Loss 0.3959
Process 003 | Epoch 00439 | Time(s) 0.6500 | Comm(s) 0.3715 | Reduce(s) 0.0374 | Loss 0.3894
Process 003 | Epoch 00449 | Time(s) 0.6495 | Comm(s) 0.3717 | Reduce(s) 0.0373 | Loss 0.3971
Process 003 | Epoch 00459 | Time(s) 0.6498 | Comm(s) 0.3716 | Reduce(s) 0.0374 | Loss 0.3868
Process 003 | Epoch 00469 | Time(s) 0.6503 | Comm(s) 0.3717 | Reduce(s) 0.0374 | Loss 0.3883
Process 003 | Epoch 00479 | Time(s) 0.6501 | Comm(s) 0.3713 | Reduce(s) 0.0375 | Loss 0.3857
Process 003 | Epoch 00489 | Time(s) 0.6498 | Comm(s) 0.3711 | Reduce(s) 0.0376 | Loss 0.3828
Process 003 | Epoch 00499 | Time(s) 0.6495 | Comm(s) 0.3707 | Reduce(s) 0.0377 | Loss 0.3777
(rank 3) memory stats: current 1554.74MB, peak 5119.49MB, reserved 6112.00MB
loading partitions
Process 4 has 784033 nodes, 35278576 edges 504514 inner nodes, and 28400360 inner edges.
Process 4 start training
Process 004 | Epoch 00009 | Time(s) 0.4789 | Comm(s) 0.3131 | Reduce(s) 0.0465 | Loss 1.9870
Process 004 | Epoch 00019 | Time(s) 0.5471 | Comm(s) 0.3609 | Reduce(s) 0.0428 | Loss 1.1181
Process 004 | Epoch 00029 | Time(s) 0.6450 | Comm(s) 0.3696 | Reduce(s) 0.0390 | Loss 0.8522
Process 004 | Epoch 00039 | Time(s) 0.6501 | Comm(s) 0.3679 | Reduce(s) 0.0382 | Loss 0.7410
Process 004 | Epoch 00049 | Time(s) 0.6513 | Comm(s) 0.3647 | Reduce(s) 0.0400 | Loss 0.6633
Process 004 | Epoch 00059 | Time(s) 0.6422 | Comm(s) 0.3638 | Reduce(s) 0.0404 | Loss 0.6183
Process 004 | Epoch 00069 | Time(s) 0.6415 | Comm(s) 0.3634 | Reduce(s) 0.0410 | Loss 0.5872
Process 004 | Epoch 00079 | Time(s) 0.6407 | Comm(s) 0.3608 | Reduce(s) 0.0418 | Loss 0.5592
Process 004 | Epoch 00089 | Time(s) 0.6442 | Comm(s) 0.3604 | Reduce(s) 0.0429 | Loss 0.5390
Process 004 | Epoch 00099 | Time(s) 0.6424 | Comm(s) 0.3596 | Reduce(s) 0.0433 | Loss 0.5173
Process 004 | Epoch 00109 | Time(s) 0.6464 | Comm(s) 0.3612 | Reduce(s) 0.0429 | Loss 0.5041
Process 004 | Epoch 00119 | Time(s) 0.6465 | Comm(s) 0.3608 | Reduce(s) 0.0427 | Loss 0.4918
Process 004 | Epoch 00129 | Time(s) 0.6501 | Comm(s) 0.3636 | Reduce(s) 0.0425 | Loss 0.4751
Process 004 | Epoch 00139 | Time(s) 0.6498 | Comm(s) 0.3644 | Reduce(s) 0.0428 | Loss 0.4644
Process 004 | Epoch 00149 | Time(s) 0.6489 | Comm(s) 0.3646 | Reduce(s) 0.0431 | Loss 0.4565
Process 004 | Epoch 00159 | Time(s) 0.6490 | Comm(s) 0.3644 | Reduce(s) 0.0427 | Loss 0.4522
Process 004 | Epoch 00169 | Time(s) 0.6499 | Comm(s) 0.3643 | Reduce(s) 0.0427 | Loss 0.4431
Process 004 | Epoch 00179 | Time(s) 0.6497 | Comm(s) 0.3641 | Reduce(s) 0.0433 | Loss 0.4344
Process 004 | Epoch 00189 | Time(s) 0.6478 | Comm(s) 0.3639 | Reduce(s) 0.0435 | Loss 0.4315
Process 004 | Epoch 00199 | Time(s) 0.6472 | Comm(s) 0.3648 | Reduce(s) 0.0436 | Loss 0.4233
Process 004 | Epoch 00209 | Time(s) 0.6466 | Comm(s) 0.3650 | Reduce(s) 0.0435 | Loss 0.4214
Process 004 | Epoch 00219 | Time(s) 0.6460 | Comm(s) 0.3651 | Reduce(s) 0.0435 | Loss 0.4193
Process 004 | Epoch 00229 | Time(s) 0.6460 | Comm(s) 0.3646 | Reduce(s) 0.0435 | Loss 0.4122
Process 004 | Epoch 00239 | Time(s) 0.6448 | Comm(s) 0.3642 | Reduce(s) 0.0433 | Loss 0.4058
Process 004 | Epoch 00249 | Time(s) 0.6464 | Comm(s) 0.3642 | Reduce(s) 0.0433 | Loss 0.4070
Process 004 | Epoch 00259 | Time(s) 0.6462 | Comm(s) 0.3643 | Reduce(s) 0.0433 | Loss 0.4026
Process 004 | Epoch 00269 | Time(s) 0.6478 | Comm(s) 0.3645 | Reduce(s) 0.0432 | Loss 0.3962
Process 004 | Epoch 00279 | Time(s) 0.6476 | Comm(s) 0.3646 | Reduce(s) 0.0432 | Loss 0.3886
Process 004 | Epoch 00289 | Time(s) 0.6485 | Comm(s) 0.3651 | Reduce(s) 0.0431 | Loss 0.3929
Process 004 | Epoch 00299 | Time(s) 0.6488 | Comm(s) 0.3655 | Reduce(s) 0.0428 | Loss 0.3908
Process 004 | Epoch 00309 | Time(s) 0.6480 | Comm(s) 0.3657 | Reduce(s) 0.0426 | Loss 0.3907
Process 004 | Epoch 00319 | Time(s) 0.6470 | Comm(s) 0.3658 | Reduce(s) 0.0426 | Loss 0.3902
Process 004 | Epoch 00329 | Time(s) 0.6462 | Comm(s) 0.3660 | Reduce(s) 0.0427 | Loss 0.3827
Process 004 | Epoch 00339 | Time(s) 0.6467 | Comm(s) 0.3664 | Reduce(s) 0.0426 | Loss 0.3775
Process 004 | Epoch 00349 | Time(s) 0.6481 | Comm(s) 0.3676 | Reduce(s) 0.0424 | Loss 0.3787
Process 004 | Epoch 00359 | Time(s) 0.6478 | Comm(s) 0.3680 | Reduce(s) 0.0424 | Loss 0.3809
Process 004 | Epoch 00369 | Time(s) 0.6469 | Comm(s) 0.3674 | Reduce(s) 0.0424 | Loss 0.3778
Process 004 | Epoch 00379 | Time(s) 0.6493 | Comm(s) 0.3680 | Reduce(s) 0.0425 | Loss 0.3749
Process 004 | Epoch 00389 | Time(s) 0.6502 | Comm(s) 0.3680 | Reduce(s) 0.0426 | Loss 0.3748
Process 004 | Epoch 00399 | Time(s) 0.6511 | Comm(s) 0.3680 | Reduce(s) 0.0427 | Loss 0.3742
Process 004 | Epoch 00409 | Time(s) 0.6508 | Comm(s) 0.3681 | Reduce(s) 0.0428 | Loss 0.3704
Process 004 | Epoch 00419 | Time(s) 0.6494 | Comm(s) 0.3682 | Reduce(s) 0.0428 | Loss 0.3655
Process 004 | Epoch 00429 | Time(s) 0.6499 | Comm(s) 0.3686 | Reduce(s) 0.0429 | Loss 0.3683
Process 004 | Epoch 00439 | Time(s) 0.6500 | Comm(s) 0.3681 | Reduce(s) 0.0430 | Loss 0.3637
Process 004 | Epoch 00449 | Time(s) 0.6495 | Comm(s) 0.3683 | Reduce(s) 0.0430 | Loss 0.3665
Process 004 | Epoch 00459 | Time(s) 0.6498 | Comm(s) 0.3681 | Reduce(s) 0.0430 | Loss 0.3640
Process 004 | Epoch 00469 | Time(s) 0.6503 | Comm(s) 0.3682 | Reduce(s) 0.0430 | Loss 0.3601
Process 004 | Epoch 00479 | Time(s) 0.6501 | Comm(s) 0.3680 | Reduce(s) 0.0430 | Loss 0.3616
Process 004 | Epoch 00489 | Time(s) 0.6498 | Comm(s) 0.3679 | Reduce(s) 0.0431 | Loss 0.3618
Process 004 | Epoch 00499 | Time(s) 0.6495 | Comm(s) 0.3675 | Reduce(s) 0.0431 | Loss 0.3560
(rank 4) memory stats: current 1597.37MB, peak 5256.11MB, reserved 6292.00MB
loading partitions
Process 2 has 692600 nodes, 27267637 edges 504513 inner nodes, and 24126075 inner edges.
Process 2 start training
Process 002 | Epoch 00009 | Time(s) 0.4789 | Comm(s) 0.3204 | Reduce(s) 0.0439 | Loss 2.1238
Process 002 | Epoch 00019 | Time(s) 0.5471 | Comm(s) 0.3551 | Reduce(s) 0.0445 | Loss 1.2337
Process 002 | Epoch 00029 | Time(s) 0.6451 | Comm(s) 0.3676 | Reduce(s) 0.0444 | Loss 0.8984
Process 002 | Epoch 00039 | Time(s) 0.6500 | Comm(s) 0.3671 | Reduce(s) 0.0439 | Loss 0.7183
Process 002 | Epoch 00049 | Time(s) 0.6512 | Comm(s) 0.3658 | Reduce(s) 0.0441 | Loss 0.6249
Process 002 | Epoch 00059 | Time(s) 0.6422 | Comm(s) 0.3648 | Reduce(s) 0.0441 | Loss 0.5729
Process 002 | Epoch 00069 | Time(s) 0.6415 | Comm(s) 0.3636 | Reduce(s) 0.0431 | Loss 0.5437
Process 002 | Epoch 00079 | Time(s) 0.6407 | Comm(s) 0.3632 | Reduce(s) 0.0437 | Loss 0.5026
Process 002 | Epoch 00089 | Time(s) 0.6441 | Comm(s) 0.3639 | Reduce(s) 0.0437 | Loss 0.4880
Process 002 | Epoch 00099 | Time(s) 0.6424 | Comm(s) 0.3632 | Reduce(s) 0.0441 | Loss 0.4674
Process 002 | Epoch 00109 | Time(s) 0.6463 | Comm(s) 0.3643 | Reduce(s) 0.0437 | Loss 0.4533
Process 002 | Epoch 00119 | Time(s) 0.6465 | Comm(s) 0.3633 | Reduce(s) 0.0433 | Loss 0.4332
Process 002 | Epoch 00129 | Time(s) 0.6501 | Comm(s) 0.3658 | Reduce(s) 0.0432 | Loss 0.4222
Process 002 | Epoch 00139 | Time(s) 0.6498 | Comm(s) 0.3666 | Reduce(s) 0.0436 | Loss 0.4076
Process 002 | Epoch 00149 | Time(s) 0.6489 | Comm(s) 0.3676 | Reduce(s) 0.0433 | Loss 0.4015
Process 002 | Epoch 00159 | Time(s) 0.6490 | Comm(s) 0.3671 | Reduce(s) 0.0430 | Loss 0.3929
Process 002 | Epoch 00169 | Time(s) 0.6499 | Comm(s) 0.3671 | Reduce(s) 0.0429 | Loss 0.3901
Process 002 | Epoch 00179 | Time(s) 0.6497 | Comm(s) 0.3674 | Reduce(s) 0.0430 | Loss 0.3827
Process 002 | Epoch 00189 | Time(s) 0.6478 | Comm(s) 0.3680 | Reduce(s) 0.0429 | Loss 0.3719
Process 002 | Epoch 00199 | Time(s) 0.6472 | Comm(s) 0.3685 | Reduce(s) 0.0430 | Loss 0.3674
Process 002 | Epoch 00209 | Time(s) 0.6465 | Comm(s) 0.3685 | Reduce(s) 0.0430 | Loss 0.3642
Process 002 | Epoch 00219 | Time(s) 0.6460 | Comm(s) 0.3680 | Reduce(s) 0.0429 | Loss 0.3568
Process 002 | Epoch 00229 | Time(s) 0.6460 | Comm(s) 0.3680 | Reduce(s) 0.0426 | Loss 0.3570
Process 002 | Epoch 00239 | Time(s) 0.6448 | Comm(s) 0.3675 | Reduce(s) 0.0428 | Loss 0.3472
Process 002 | Epoch 00249 | Time(s) 0.6463 | Comm(s) 0.3677 | Reduce(s) 0.0428 | Loss 0.3503
Process 002 | Epoch 00259 | Time(s) 0.6462 | Comm(s) 0.3676 | Reduce(s) 0.0426 | Loss 0.3519
Process 002 | Epoch 00269 | Time(s) 0.6478 | Comm(s) 0.3676 | Reduce(s) 0.0428 | Loss 0.3411
Process 002 | Epoch 00279 | Time(s) 0.6476 | Comm(s) 0.3675 | Reduce(s) 0.0427 | Loss 0.3410
Process 002 | Epoch 00289 | Time(s) 0.6484 | Comm(s) 0.3678 | Reduce(s) 0.0428 | Loss 0.3353
Process 002 | Epoch 00299 | Time(s) 0.6488 | Comm(s) 0.3682 | Reduce(s) 0.0430 | Loss 0.3312
Process 002 | Epoch 00309 | Time(s) 0.6480 | Comm(s) 0.3686 | Reduce(s) 0.0430 | Loss 0.3365
Process 002 | Epoch 00319 | Time(s) 0.6470 | Comm(s) 0.3691 | Reduce(s) 0.0429 | Loss 0.3313
Process 002 | Epoch 00329 | Time(s) 0.6461 | Comm(s) 0.3687 | Reduce(s) 0.0429 | Loss 0.3254
Process 002 | Epoch 00339 | Time(s) 0.6467 | Comm(s) 0.3688 | Reduce(s) 0.0429 | Loss 0.3228
Process 002 | Epoch 00349 | Time(s) 0.6481 | Comm(s) 0.3695 | Reduce(s) 0.0430 | Loss 0.3232
Process 002 | Epoch 00359 | Time(s) 0.6478 | Comm(s) 0.3701 | Reduce(s) 0.0428 | Loss 0.3172
Process 002 | Epoch 00369 | Time(s) 0.6469 | Comm(s) 0.3698 | Reduce(s) 0.0428 | Loss 0.3221
Process 002 | Epoch 00379 | Time(s) 0.6492 | Comm(s) 0.3705 | Reduce(s) 0.0429 | Loss 0.3153
Process 002 | Epoch 00389 | Time(s) 0.6501 | Comm(s) 0.3705 | Reduce(s) 0.0428 | Loss 0.3154
Process 002 | Epoch 00399 | Time(s) 0.6511 | Comm(s) 0.3706 | Reduce(s) 0.0430 | Loss 0.3115
Process 002 | Epoch 00409 | Time(s) 0.6508 | Comm(s) 0.3706 | Reduce(s) 0.0431 | Loss 0.3189
Process 002 | Epoch 00419 | Time(s) 0.6494 | Comm(s) 0.3707 | Reduce(s) 0.0431 | Loss 0.3136
Process 002 | Epoch 00429 | Time(s) 0.6499 | Comm(s) 0.3706 | Reduce(s) 0.0431 | Loss 0.3113
Process 002 | Epoch 00439 | Time(s) 0.6500 | Comm(s) 0.3702 | Reduce(s) 0.0434 | Loss 0.3047
Process 002 | Epoch 00449 | Time(s) 0.6495 | Comm(s) 0.3703 | Reduce(s) 0.0434 | Loss 0.3082
Process 002 | Epoch 00459 | Time(s) 0.6498 | Comm(s) 0.3703 | Reduce(s) 0.0434 | Loss 0.3073
Process 002 | Epoch 00469 | Time(s) 0.6503 | Comm(s) 0.3707 | Reduce(s) 0.0434 | Loss 0.3047
Process 002 | Epoch 00479 | Time(s) 0.6501 | Comm(s) 0.3704 | Reduce(s) 0.0434 | Loss 0.3021
